or_minutes,offset_ticks,direction,bias,max_or_points,regime,target,trades,net,pf,win,maxdd
5,0,both,vwap_slope,130,adx,atr2.0,1035,14137.599999999995,1.1935347330615358,31.594202898550726,-3322.9199999999983
5,0,both,vwap_slope,130,adx,atr2.5,1035,14884.099999999995,1.2037538422618552,31.594202898550726,-3322.9199999999987
5,0,both,vwap_slope,200,none,rr1.0,1663,-1749.6200000000074,0.9798536063889222,50.81178592904389,-6074.179999999878
5,0,both,vwap_slope,200,none,rr1.5,1663,2226.3799999999906,1.0221164162024268,42.27300060132291,-6020.639999999945
5,0,both,vwap_slope,200,none,rr2.0,1663,494.3799999999883,1.0045045611437822,36.74082982561636,-8819.619999999955
5,0,both,vwap_slope,200,none,rr2.5,1663,6160.8799999999865,1.0547668536474226,34.515935057125674,-6826.119999999974
5,0,both,vwap_slope,200,none,rr3.0,1663,9628.37999999999,1.084321777700555,33.3132892363199,-4353.0599999999995
5,0,both,vwap_slope,200,none,atr1.0,1650,20195.49999999999,1.1744386315988773,31.757575757575758,-3027.0600000000018
5,0,both,vwap_slope,200,none,atr1.5,1650,21458.99999999999,1.1843858624960413,31.454545454545457,-4023.5600000000013
5,0,both,vwap_slope,200,none,atr2.0,1650,21637.99999999999,1.1859239150328227,31.454545454545457,-3706.5600000000013
5,0,both,vwap_slope,200,none,atr2.5,1650,23126.49999999999,1.198713810010471,31.454545454545457,-3389.5600000000013
5,0,both,vwap_slope,200,adx,rr1.0,1058,698.0799999999956,1.0123671919345385,51.51228733459357,-2623.3599999999883
5,0,both,vwap_slope,200,adx,rr1.5,1058,3424.579999999994,1.0519359863921645,43.10018903591683,-2245.2000000000007
5,0,both,vwap_slope,200,adx,rr2.0,1058,230.5799999999922,1.0031771568786312,36.86200378071834,-5145.359999999971
5,0,both,vwap_slope,200,adx,rr2.5,1058,5769.579999999993,1.0778619521803743,34.97164461247637,-3684.3600000000015
5,0,both,vwap_slope,200,adx,rr3.0,1058,8192.57999999999,1.1087793542054878,33.742911153119096,-2761.760000000001
5,0,both,vwap_slope,200,adx,atr1.0,1058,15122.07999999999,1.1969621978374652,32.04158790170133,-2248.3999999999924
5,0,both,vwap_slope,200,adx,atr1.5,1058,15421.579999999994,1.199913457489946,31.758034026465026,-2528.260000000001
5,0,both,vwap_slope,200,adx,atr2.0,1058,16577.079999999994,1.2148924674311863,31.758034026465026,-2353.260000000001
5,0,both,vwap_slope,200,adx,atr2.5,1058,17982.079999999994,1.2331058027556714,31.758034026465026,-2263.4599999999828
5,0,long,none,0,none,rr1.0,1566,-3493.8400000000065,0.9570009668456608,50.0,-5793.059999999802
5,0,long,none,0,none,rr1.5,1566,-457.8400000000079,0.9950916299124973,41.89016602809706,-4670.319999999933
5,0,long,none,0,none,rr2.0,1566,-724.8400000000099,0.9928153964060729,37.48403575989783,-5165.479999999974
5,0,long,none,0,none,rr2.5,1566,4998.15999999999,1.0484502616501796,35.440613026819925,-3670.339999999999
5,0,long,none,0,none,rr3.0,1566,6396.659999999991,1.060977076853122,34.22733077905492,-3106.080000000001
5,0,long,none,0,none,atr1.0,1553,10594.779999999992,1.0996712051952402,32.71088216355441,-2906.599999999985
5,0,long,none,0,none,atr1.5,1553,12506.27999999999,1.1175393639031597,32.582099162910495,-2551.0999999999867
5,0,long,none,0,none,atr2.0,1553,14093.279999999992,1.1324546680954786,32.582099162910495,-2460.1000000000004
5,0,long,none,0,none,atr2.5,1553,15249.279999999992,1.143319250103242,32.582099162910495,-2460.1000000000004
5,0,long,none,0,adx,rr1.0,989,-959.860000000003,0.9818032914305647,50.45500505561172,-3158.3999999999905
5,0,long,none,0,adx,rr1.5,989,2959.639999999995,1.0492445696266472,42.77047522750253,-3346.5399999999895
5,0,long,none,0,adx,rr2.0,989,1401.6399999999937,1.0212410441154314,37.71486349848331,-3739.759999999971
5,0,long,none,0,adx,rr2.5,989,5745.639999999994,1.0849031399284321,35.591506572295245,-3581.0799999999936
5,0,long,none,0,adx,rr3.0,989,5657.639999999994,1.081877330171878,34.07482305358948,-3271.0799999999927
5,0,long,none,0,adx,atr1.0,989,8775.639999999994,1.125310611999526,32.76036400404449,-2807.780000000001
5,0,long,none,0,adx,atr1.5,989,10930.139999999994,1.1560755150211834,32.76036400404449,-2620.780000000001
5,0,long,none,0,adx,atr2.0,989,12624.639999999994,1.180271907766692,32.76036400404449,-2620.780000000001
5,0,long,none,0,adx,atr2.5,989,13780.639999999996,1.1967788596780573,32.76036400404449,-2620.780000000001
5,0,long,none,130,none,rr1.0,1532,-6028.680000000006,0.9221048442531021,49.73890339425587,-7320.699999999779
5,0,long,none,130,none,rr1.5,1532,-3288.6800000000076,0.9629848233138388,41.579634464751955,-5725.039999999787
5,0,long,none,130,none,rr2.0,1532,-3208.6800000000108,0.9665142944685783,37.206266318537864,-5393.319999999982
5,0,long,none,130,none,rr2.5,1532,1888.3199999999902,1.0192498990265157,35.117493472584854,-3733.1399999999976
5,0,long,none,130,none,rr3.0,1532,3331.3199999999897,1.0333675490639151,33.87728459530026,-3832.140000000001
5,0,long,none,130,none,atr1.0,1519,7082.43999999999,1.069962655973839,32.323897300855826,-3941.7799999999934
5,0,long,none,130,none,atr1.5,1519,8564.939999999993,1.084520877246998,32.19223173140224,-3951.2799999999934
5,0,long,none,130,none,atr2.0,1519,9158.439999999991,1.0903776772533138,32.19223173140224,-3951.2799999999934
5,0,long,none,130,none,atr2.5,1519,9655.939999999991,1.095287126289779,32.19223173140224,-3951.2799999999934
5,0,long,none,130,adx,rr1.0,964,-3036.3600000000033,0.9394253753645319,50.10373443983403,-3991.4599999999373
5,0,long,none,130,adx,rr1.5,964,373.13999999999464,1.0065240036968306,42.32365145228216,-2956.0599999999918
5,0,long,none,130,adx,rr2.0,964,-486.8600000000056,0.9922035612587164,37.344398340248965,-3960.1399999999844
5,0,long,none,130,adx,rr2.5,964,3264.639999999994,1.0509050084201335,35.16597510373444,-3148.3399999999874
5,0,long,none,130,adx,rr3.0,964,3356.1399999999935,1.0511933689353412,33.60995850622407,-2863.859999999954
5,0,long,none,130,adx,atr1.0,964,5969.139999999993,1.089774706716266,32.261410788381745,-3084.9000000000005
5,0,long,none,130,adx,atr1.5,964,7594.139999999993,1.1142143912292666,32.261410788381745,-3094.3999999999983
5,0,long,none,130,adx,atr2.0,964,8295.139999999992,1.1247572951330285,32.261410788381745,-3094.3999999999983
5,0,long,none,130,adx,atr2.5,964,8792.639999999992,1.1322395985454703,32.261410788381745,-3094.3999999999983
5,0,long,none,200,none,rr1.0,1563,-3537.6200000000063,0.9562027655885628,49.96801023672425,-5349.579999999816
