rr,or_minutes,offset_ticks,direction,trades,win_rate,net,profit_factor,expectancy,avg_R,max_drawdown,sharpe
1.0,15,1,short,813,49.07749077490775,-3020.6200000000026,0.902888349990564,-3.715399753997543,-0.05210087336836554,-5119.919999999954,-0.7082781799715568
1.0,15,2,both,1052,50.66539923954373,-2824.480000000003,0.9317157420686226,-2.6848669201520945,-0.023440089718638344,-4242.359999999983,-0.49319285574489485
1.0,15,2,long,847,51.47579693034239,180.9699999999982,1.0059383802400947,0.21365997638724699,-0.008989072388862502,-2528.6400000000017,0.04080366907385257
1.0,15,2,short,806,48.759305210918114,-3786.9400000000023,0.8824054749549503,-4.6984367245657594,-0.05673925503696624,-5463.699999999946,-0.8720294517685871
1.0,15,3,both,1052,50.38022813688213,-3178.2300000000027,0.9254260998678272,-3.021131178707227,-0.025875754376644175,-4894.889999999983,-0.5422488106121579
1.0,15,3,long,840,51.42857142857142,238.39999999999827,1.0076829692355735,0.28380952380952174,-0.008196781687395521,-2473.6399999999985,0.05289134624442249
1.0,15,3,short,801,48.93882646691635,-4106.9900000000025,0.8754170596231075,-5.127328339575533,-0.05945132991216134,-5752.419999999937,-0.9294759595192696
1.0,15,4,both,1051,50.428163653663184,-3070.740000000003,0.9295112380674295,-2.921731684110374,-0.0243888141702834,-4989.88999999997,-0.5131851108301264
1.0,15,4,long,833,51.380552220888354,195.82999999999834,1.0062072780120737,0.23509003601440376,-0.010829723929033318,-2881.1599999999985,0.04287592608752197
1.0,15,4,short,794,48.614609571788414,-4038.3100000000027,0.8794927146136244,-5.086032745591943,-0.05797252159542416,-5715.359999999946,-0.9005815904141199
1.0,15,8,both,1045,51.48325358851674,-1393.3000000000031,0.9695744041535861,-1.3333014354067017,0.005135271328687275,-4548.989999999982,-0.2177905128299152
1.0,15,8,long,793,52.33291298865069,956.6799999999979,1.0299606466649254,1.2064060529634273,0.015154695298100327,-1893.1800000000017,0.2041907054018706
1.0,15,8,short,760,48.94736842105264,-2586.1500000000015,0.92405374427683,-3.402828947368423,-0.025607548002484767,-5451.459999999955,-0.5561644988158759
1.0,30,0,both,1049,51.28693994280267,-1768.260000000003,0.9611594569625275,-1.6856625357483346,-0.015835282562317653,-4070.3399999999956,-0.26623349729529094
1.0,30,0,long,790,51.392405063291136,21.649999999997362,1.0006959197246148,0.0274050632911359,-0.020418338903558368,-2151.4300000000017,0.004616192595739704
1.0,30,0,short,747,49.39759036144578,-2075.0300000000025,0.9366015306460713,-2.7778179384203514,-0.028970230927114173,-3409.689999999975,-0.4381265195095795
1.0,30,1,both,1047,50.90735434574975,-1875.7800000000047,0.9595387043878045,-1.7915759312320962,-0.017122927066704097,-4327.859999999988,-0.2781702467936693
1.0,30,1,long,782,51.66240409207161,126.56999999999721,1.0040276888092494,0.16185421994884552,-0.016482794614780416,-2127.690000000002,0.026746643144652978
1.0,30,1,short,743,48.99057873485868,-2303.8200000000024,0.9308991372515142,-3.100699865410501,-0.03072657960619256,-3770.2499999999645,-0.4804435587244311
1.0,30,2,both,1046,50.382409177820264,-3069.5400000000036,0.9353233820362954,-2.9345506692160646,-0.022674598790547305,-4734.119999999972,-0.4503699066705303
1.0,30,2,long,777,51.35135135135135,-467.23000000000275,0.9853790592254027,-0.6013256113256149,-0.018181179069600737,-2180.2100000000014,-0.09802683467227828
1.0,30,2,short,737,48.032564450474894,-3956.380000000002,0.8853469775485967,-5.368222523744914,-0.04817360005578427,-4615.589999999925,-0.8190862288057492
1.0,30,3,both,1044,50.76628352490421,-2837.060000000004,0.9407261591843991,-2.7174904214559428,-0.01946725790608985,-4226.639999999991,-0.41148513863084046
1.0,30,3,long,767,51.76010430247718,67.66999999999689,1.0021397594628307,0.08822685788787078,-0.014577284874528789,-2161.4700000000016,0.014205116282368306
1.0,30,3,short,730,48.35616438356165,-4086.450000000002,0.8829390241352234,-5.59787671232877,-0.048795216161043355,-5007.579999999934,-0.8386972167734803
1.0,30,4,both,1042,51.535508637236084,-1298.330000000004,0.9726746180575286,-1.2459980806142072,-0.004610675076276421,-3468.7900000000027,-0.18652905425884367
1.0,30,4,long,760,52.368421052631575,527.5999999999983,1.016812517486484,0.6942105263157873,-0.004427706055608352,-1830.2400000000016,0.11074043472220983
1.0,30,4,short,717,48.25662482566248,-3241.5800000000027,0.9056584334593322,-4.521032078103212,-0.040038363021184124,-4377.66999999995,-0.6688976995482198
1.0,30,8,both,1034,51.45067698259188,-1557.1600000000044,0.9684729455006486,-1.5059574468085148,-0.006596665610432176,-3445.760000000003,-0.2148679316176837
1.0,30,8,long,731,52.39398084815321,128.559999999997,1.0040844764794707,0.1758686730506115,-0.004739894043275405,-1937.5200000000032,0.026769606152915525
1.0,30,8,short,688,47.23837209302326,-2839.370000000002,0.9173282841929217,-4.12699127906977,-0.03841017185440305,-4467.839999999938,-0.5819454019469853
1.0,60,0,both,1029,51.31195335276968,1770.2899999999956,1.0387891953195902,1.7203984450923184,0.008439371876065515,-3316.579999999994,0.24345855603807773
1.0,60,0,long,687,53.12954876273653,1760.619999999998,1.066907397808338,2.5627656477438108,0.014145273865473325,-1760.679999999994,0.4041928202929553
1.0,60,0,short,631,47.22662440570523,-1903.6900000000023,0.9376231398167117,-3.0169413629160102,-0.03624218881984997,-3483.1899999999982,-0.41510863830257183
1.0,60,1,both,1021,51.22428991185113,1021.4599999999956,1.0222153013417565,1.0004505386875568,0.005055270605100497,-3532.869999999985,0.14052065864173705
1.0,60,1,long,681,53.15712187958884,1314.3099999999972,1.049743374886126,1.9299706314243719,0.012573634026187963,-2082.7099999999987,0.30223248941459235
1.0,60,1,short,625,47.36,-2045.0000000000016,0.9331545558193779,-3.2720000000000025,-0.03254838039497818,-3616.52,-0.4461580906168215
1.0,60,2,both,1018,51.178781925343806,865.1799999999952,1.0187944591993097,0.8498821218074609,0.007012130878537751,-3450.4600000000028,0.1187691479339407
1.0,60,2,long,673,53.34323922734027,1551.729999999998,1.0594234083952465,2.3056909361069806,0.016296839999325293,-2422.7199999999666,0.35831768048836315
1.0,60,2,short,620,46.935483870967744,-2595.050000000002,0.915698490333613,-4.185564516129036,-0.03633474929665253,-4186.599999999992,-0.5664240996091444
1.0,60,3,both,1018,51.178781925343806,485.17999999999483,1.0104813066658196,0.47660117878192026,0.006720440772667677,-3396.709999999999,0.06624317696427687
1.0,60,3,long,666,53.6036036036036,1315.4099999999978,1.0505938403986859,1.9750900900900867,0.018034633868257037,-2497.749999999968,0.3045875781773264
1.0,60,3,short,614,47.068403908794785,-2700.1100000000015,0.9125130415060104,-4.397573289902282,-0.03766586700658138,-4297.909999999989,-0.5884851663503341
1.0,60,4,both,1015,51.231527093596064,1076.3999999999942,1.02343563745304,1.0604926108374326,0.011221219728996793,-3253.7399999999993,0.1466558648807328
1.0,60,4,long,659,53.86949924127465,1844.0899999999976,1.072632107969212,2.7983156297420297,0.023508046679760905,-2089.5199999999522,0.4305764458424272
1.0,60,4,short,604,47.019867549668874,-2066.4600000000023,0.9320255719057713,-3.4212913907284808,-0.02945469318907487,-3772.9899999999993,-0.4520763829932611
1.0,60,8,both,987,51.97568389057751,606.1199999999951,1.0135365619160581,0.6141033434650407,0.01413371557149666,-3279.9999999999986,0.08388966711767826
1.0,60,8,long,622,53.054662379421224,1366.219999999998,1.0568498440417973,2.196495176848871,0.02437299098263448,-1776.0199999999702,0.3344231611086095
1.0,60,8,short,570,47.719298245614034,-2276.800000000002,0.922477452815027,-3.994385964912284,-0.027549845033084542,-3877.0799999999986,-0.5144278423986611
1.25,1,0,both,1053,43.9696106362773,-4368.22,0.7597119769405527,-4.148357075023742,-0.09565608880623819,-4588.329999999905,-1.9517642226303424
1.25,1,0,long,991,37.94147325933401,-6098.840000000001,0.6641164030488611,-6.154228052472251,-0.21678681608215516,-6317.799999999866,-2.9060311392218794
1.25,1,0,short,968,38.32644628099173,-6261.570000000001,0.6446888629376296,-6.468564049586777,-0.2083665974407113,-7013.2399999998825,-3.14511080809816
1.25,1,1,both,1053,44.44444444444444,-4080.7200000000003,0.7906963503986582,-3.8753276353276354,-0.07496022294659854,-4247.079999999933,-1.6950137530578042
1.25,1,1,long,981,38.939857288481136,-6198.940000000001,0.6801002799085136,-6.3190010193679935,-0.190309371803271,-6359.149999999865,-2.7782557873319265
1.25,1,1,short,956,38.70292887029289,-6315.4400000000005,0.6643025074829014,-6.606108786610879,-0.19186543418321533,-7119.609999999885,-2.9753249125934844
1.25,1,2,both,1053,43.11490978157645,-4865.720000000001,0.7720868555497422,-4.620816714150049,-0.09523610517432729,-5060.829999999902,-1.8922172744630814
1.25,1,2,long,975,38.871794871794876,-6636.500000000002,0.6813058369077278,-6.806666666666668,-0.18668786911142196,-6652.959999999868,-2.7993682754976716
1.25,1,2,short,952,38.13025210084034,-7032.980000000001,0.6552521622167452,-7.387584033613447,-0.1984845516109306,-7839.649999999875,-3.1166017863984132
1.25,1,3,both,1053,43.20987654320987,-4861.970000000001,0.7866529583106251,-4.617255460588795,-0.08621394562814304,-5070.829999999902,-1.7724182325180011
1.25,1,3,long,969,39.834881320949435,-6721.560000000001,0.6953803734531225,-6.936594427244583,-0.16282904540499932,-6744.2699999998695,-2.6763454604741512
1.25,1,3,short,944,39.08898305084746,-6549.310000000001,0.692039921473662,-6.93782838983051,-0.1708435023470894,-7370.979999999865,-2.732776765240702
1.25,1,4,both,1053,43.11490978157645,-4910.720000000003,0.7975504307915691,-4.663551756885093,-0.08317648282838759,-5296.099999999896,-1.6845695330486619
1.25,1,4,long,962,40.852390852390855,-6116.630000000003,0.7329630884379164,-6.358243243243246,-0.136692007503256,-6349.579999999881,-2.303169113152941
1.25,1,4,short,938,39.872068230277186,-6058.120000000002,0.7271345734096153,-6.45855010660981,-0.14838764845695931,-6983.529999999874,-2.3823986156002093
