rr,or_minutes,offset_ticks,direction,bias,max_or_points,trades,net,pf,win,maxdd
2.0,15,2,short,vwap,90,91,170.65999999999917,1.023979339493267,40.65934065934066,-1738.0400000000002
2.0,15,2,short,vwap,130,157,6011.319999999999,1.4556046008233945,46.496815286624205,-2970.6599999999926
2.0,15,2,short,vwap,180,195,5402.699999999998,1.2783901016852735,45.64102564102564,-3022.419999999993
2.0,15,2,short,vwap,250,219,6816.439999999997,1.298428970959341,46.57534246575342,-3022.419999999993
2.0,15,2,short,vwap_slope,0,220,9133.2,1.4052654512667098,47.27272727272727,-3786.179999999993
2.0,15,2,short,vwap_slope,90,91,-465.3400000000007,0.9367481588812739,38.46153846153847,-2079.82
2.0,15,2,short,vwap_slope,130,157,7820.82,1.6087463475156878,47.13375796178344,-3102.4999999999945
2.0,15,2,short,vwap_slope,180,193,8464.679999999998,1.4618764296066062,46.63212435233161,-3540.2199999999943
2.0,15,2,short,vwap_slope,250,218,9512.679999999998,1.4299205481185537,47.24770642201835,-3816.4399999999932
2.0,15,4,both,none,0,523,7992.979999999996,1.1401603439750014,45.506692160611856,-6077.959999999983
2.0,15,4,both,none,90,224,2308.739999999998,1.140219031122534,43.75,-1876.8799999999756
2.0,15,4,both,none,130,388,10068.379999999997,1.3032949700361418,46.134020618556704,-2582.7199999999884
2.0,15,4,both,none,180,470,4902.199999999995,1.1024580998580864,44.680851063829785,-3449.559999999985
2.0,15,4,both,none,250,514,6235.139999999996,1.1125523668139174,45.13618677042802,-5434.219999999983
2.0,15,4,both,vwap,0,470,9778.699999999995,1.2004365095470066,47.23404255319149,-4894.079999999985
2.0,15,4,both,vwap,90,202,2892.019999999998,1.2019792714269748,45.54455445544555,-1481.3599999999915
2.0,15,4,both,vwap,130,346,9858.959999999997,1.3428795600662462,47.10982658959538,-2754.53999999999
2.0,15,4,both,vwap,180,421,7025.959999999996,1.1725655131286605,46.318289786223275,-2818.8399999999965
2.0,15,4,both,vwap,250,462,9258.119999999995,1.1963242170353265,46.96969696969697,-4250.339999999986
2.0,15,4,both,vwap_slope,0,443,14274.679999999998,1.3252822556203883,48.75846501128668,-3807.599999999986
2.0,15,4,both,vwap_slope,90,186,1588.8599999999985,1.118267500145149,44.086021505376344,-2204.1799999999994
2.0,15,4,both,vwap_slope,130,325,12080.499999999998,1.4677092641317457,48.61538461538461,-3651.999999999989
2.0,15,4,both,vwap_slope,180,397,12581.719999999998,1.3505712024787397,48.36272040302267,-3613.939999999988
2.0,15,4,both,vwap_slope,250,435,13754.099999999999,1.325508007949968,48.50574712643678,-3836.859999999986
2.0,15,4,long,none,0,398,8162.479999999996,1.2173012989391674,48.743718592964825,-2367.519999999995
2.0,15,4,long,none,90,180,3619.2999999999984,1.315501439208897,48.888888888888886,-834.1999999999989
2.0,15,4,long,none,130,300,4600.999999999997,1.1916249764685696,48.0,-1702.0799999999908
2.0,15,4,long,none,180,363,4761.3799999999965,1.1480765271563917,47.93388429752066,-2250.7800000000007
2.0,15,4,long,none,250,391,6023.159999999996,1.165726483450629,48.33759590792839,-2169.0200000000004
2.0,15,4,long,vwap,0,249,3608.239999999998,1.1423891210582182,47.791164658634536,-2634.6199999999917
2.0,15,4,long,vwap,90,111,2966.8600000000006,1.41663881453853,49.549549549549546,-760.159999999998
2.0,15,4,long,vwap,130,189,4069.1399999999985,1.2638228291934,47.61904761904761,-2488.4599999999937
2.0,15,4,long,vwap,180,226,1871.759999999998,1.0885776076247085,46.902654867256636,-3119.399999999996
2.0,15,4,long,vwap,250,243,2706.179999999997,1.112188517236748,47.325102880658434,-2148.119999999997
2.0,15,4,long,vwap_slope,0,223,5379.48,1.254088960515104,50.224215246636774,-2259.859999999997
2.0,15,4,long,vwap_slope,90,95,2307.2,1.384051988174821,49.473684210526315,-903.1400000000001
2.0,15,4,long,vwap_slope,130,168,4464.6799999999985,1.347076959434562,50.0,-1476.1799999999985
2.0,15,4,long,vwap_slope,180,204,4335.039999999999,1.2490331742446337,50.0,-1619.92
2.0,15,4,long,vwap_slope,250,217,4477.419999999999,1.2244021599125121,49.76958525345622,-1727.659999999998
2.0,15,4,short,none,0,389,2997.1399999999967,1.068920779069666,41.90231362467866,-5039.439999999993
2.0,15,4,short,none,90,168,19.1799999999987,1.00146855245749,39.285714285714285,-2381.4400000000005
2.0,15,4,short,none,130,288,6888.379999999998,1.2720546417354932,42.36111111111111,-4169.49999999999
2.0,15,4,short,none,180,352,4166.519999999997,1.1128735048023495,41.19318181818182,-4765.2199999999975
2.0,15,4,short,none,250,385,3014.0999999999967,1.0699716779645279,41.55844155844156,-5068.69999999999
2.0,15,4,short,vwap,0,221,6170.459999999998,1.2631739223895257,46.60633484162896,-3063.419999999993
2.0,15,4,short,vwap,90,91,-74.84000000000081,0.9896018873324759,40.65934065934066,-1769.0400000000002
2.0,15,4,short,vwap,130,157,5789.819999999999,1.4343561651234915,46.496815286624205,-3013.6599999999926
2.0,15,4,short,vwap,180,195,5154.199999999998,1.2631917579342546,45.64102564102564,-3063.4199999999933
2.0,15,4,short,vwap,250,219,6551.939999999998,1.2844269603804197,46.57534246575342,-3063.419999999993
2.0,15,4,short,vwap_slope,0,220,8895.2,1.391646127171397,47.27272727272727,-3822.679999999993
2.0,15,4,short,vwap_slope,90,91,-718.3400000000008,0.9032791432272241,38.46153846153847,-2098.32
2.0,15,4,short,vwap_slope,130,157,7615.82,1.587394777801259,47.13375796178344,-3132.9999999999945
2.0,15,4,short,vwap_slope,180,193,8246.679999999998,1.4462073876240946,46.63212435233161,-3575.7199999999953
2.0,15,4,short,vwap_slope,250,218,9276.679999999998,1.4159647738278864,47.24770642201835,-3851.9399999999932
2.0,30,0,both,none,0,521,12948.459999999997,1.2319278090335428,51.0556621880998,-4416.999999999984
2.0,30,0,both,none,90,122,2557.7199999999993,1.3283287035373013,48.36065573770492,-1789.379999999996
2.0,30,0,both,none,130,263,8265.88,1.4249163109367418,50.950570342205324,-1670.7599999999948
2.0,30,0,both,none,180,399,6062.739999999996,1.159972157371014,49.122807017543856,-3508.319999999985
2.0,30,0,both,none,250,488,10699.879999999996,1.2134976738469203,50.409836065573764,-3842.519999999984
2.0,30,0,both,vwap,0,452,9449.519999999997,1.1963747177879231,52.21238938053098,-3079.4999999999673
2.0,30,0,both,vwap,90,103,2496.7800000000007,1.404011016216881,49.51456310679612,-1533.0800000000004
2.0,30,0,both,vwap,130,227,7287.519999999998,1.454888879456495,53.30396475770925,-1324.8799999999974
2.0,30,0,both,vwap,180,345,5074.699999999997,1.1588807869681867,50.72463768115942,-3196.3199999999633
2.0,30,0,both,vwap,250,423,7119.979999999997,1.1651806552493724,51.536643026004725,-2665.3399999999856
2.0,30,0,both,vwap_slope,0,408,11647.579999999998,1.2830495607324557,52.69607843137255,-3190.9599999999937
2.0,30,0,both,vwap_slope,90,84,-109.1600000000007,0.9821801702972366,41.66666666666667,-1391.4400000000005
2.0,30,0,both,vwap_slope,130,199,8364.74,1.6509231489940528,53.768844221105525,-1271.4599999999937
2.0,30,0,both,vwap_slope,180,311,7614.359999999997,1.283449055288938,51.446945337620576,-2454.6799999999876
2.0,30,0,both,vwap_slope,250,382,9445.819999999996,1.25740608423002,52.35602094240838,-2788.8799999999865
2.0,30,0,long,none,0,365,7125.899999999997,1.212422635758928,55.06849315068493,-1958.659999999998
2.0,30,0,long,none,90,92,1034.9199999999994,1.1803612383322533,50.0,-1093.8800000000003
2.0,30,0,long,none,130,192,3448.4199999999983,1.2550210396314179,53.125,-934.4200000000001
2.0,30,0,long,none,180,291,3888.659999999997,1.1643097626025496,53.264604810996566,-2653.6199999999926
2.0,30,0,long,none,250,345,4598.199999999997,1.148030964747756,54.20289855072464,-1937.4199999999983
2.0,30,0,long,vwap,0,248,3394.9799999999977,1.137131237993372,56.048387096774185,-2935.979999999983
2.0,30,0,long,vwap,90,60,1946.6,1.5784018921520855,55.00000000000001,-629.8600000000001
2.0,30,0,long,vwap,130,134,3642.3399999999992,1.3889768152158826,55.223880597014926,-836.1800000000001
2.0,30,0,long,vwap,180,198,2497.979999999998,1.1469370612587741,54.04040404040404,-2964.1999999999944
2.0,30,0,long,vwap,250,233,1613.579999999998,1.0717156228749718,54.93562231759657,-3077.079999999996
2.0,30,0,long,vwap_slope,0,218,3034.679999999998,1.1414603039642894,55.04587155963303,-3357.3999999999924
2.0,30,0,long,vwap_slope,90,48,209.97999999999956,1.0635436525949467,47.91666666666667,-631.96
2.0,30,0,long,vwap_slope,130,112,3114.619999999999,1.4114294923278523,54.46428571428571,-657.5799999999965
2.0,30,0,long,vwap_slope,180,174,2797.2399999999984,1.193213717342292,53.44827586206896,-2561.2399999999943
2.0,30,0,long,vwap_slope,250,204,2004.0399999999981,1.1050620661164812,54.41176470588235,-2214.179999999999
2.0,30,0,short,none,0,336,5549.359999999998,1.1451662436740762,44.047619047619044,-3958.019999999993
2.0,30,0,short,none,90,81,861.5599999999993,1.1524339970488426,40.74074074074074,-1029.3800000000003
2.0,30,0,short,none,130,170,5343.199999999999,1.4308045576658242,46.470588235294116,-1241.8999999999999
2.0,30,0,short,none,180,257,3444.819999999998,1.136802242323782,42.4124513618677,-3783.0399999999972
2.0,30,0,short,none,250,317,6105.419999999997,1.1804963796779488,43.84858044164038,-3383.539999999997
2.0,30,0,short,vwap,0,204,6054.539999999999,1.2591543435941424,47.549019607843135,-4011.2999999999847
2.0,30,0,short,vwap,90,43,550.1799999999996,1.1954805471664596,41.86046511627907,-1519.3000000000002
2.0,30,0,short,vwap,130,93,3645.1800000000003,1.5476088177942298,50.53763440860215,-1569.5999999999913
2.0,30,0,short,vwap,180,147,2576.7199999999993,1.1724716799777242,46.25850340136054,-2820.599999999997
2.0,30,0,short,vwap,250,190,5506.399999999999,1.2672425926375304,47.368421052631575,-3378.319999999988
2.0,30,0,short,vwap_slope,0,190,8612.899999999998,1.4372518758440016,50.0,-2780.479999999994
2.0,30,0,short,vwap_slope,90,36,-319.1400000000003,0.8868803300652899,33.33333333333333,-1254.0000000000002
2.0,30,0,short,vwap_slope,130,87,5250.120000000001,1.9942768836855205,52.87356321839081,-843.1199999999972
2.0,30,0,short,vwap_slope,180,137,4817.119999999999,1.3889227986888206,48.9051094890511,-2326.7599999999948
2.0,30,0,short,vwap_slope,250,178,7441.779999999999,1.422315871192689,50.0,-2780.479999999994
2.0,30,1,both,none,0,521,11765.959999999997,1.209935106529136,51.0556621880998,-4465.999999999984
2.0,30,1,both,none,90,122,2405.7199999999993,1.3066322355658317,48.36065573770492,-1816.8799999999967
2.0,30,1,both,none,130,263,7645.879999999999,1.3907845764934739,50.950570342205324,-1686.7599999999948
2.0,30,1,both,none,180,399,5377.239999999996,1.1412341798250842,49.122807017543856,-3552.319999999985
2.0,30,1,both,none,250,488,9531.879999999996,1.1894118025784337,50.409836065573764,-3890.019999999984
2.0,30,1,both,vwap,0,452,8411.519999999997,1.1741467213953074,52.21238938053098,-3158.9999999999673
2.0,30,1,both,vwap,90,103,2477.7800000000007,1.398102178991578,49.51456310679612,-1558.5800000000004
2.0,30,1,both,vwap,130,227,6798.019999999998,1.421937455621596,53.30396475770925,-1332.3799999999974
2.0,30,1,both,vwap,180,345,4527.199999999997,1.1411010821323486,50.72463768115942,-3282.3199999999633
2.0,30,1,both,vwap,250,423,6093.979999999996,1.140811087465369,51.536643026004725,-2704.8399999999856
2.0,30,1,both,vwap_slope,0,408,10617.079999999998,1.2570110448314706,52.69607843137255,-3207.4599999999937
2.0,30,1,both,vwap_slope,90,84,-142.1600000000007,0.9769567176614375,41.66666666666667,-1423.9400000000005
2.0,30,1,both,vwap_slope,130,199,7875.24,1.6091341817894924,53.768844221105525,-1292.9599999999937
2.0,30,1,both,vwap_slope,180,311,7072.359999999997,1.2620388340161857,51.446945337620576,-2490.6799999999876
2.0,30,1,both,vwap_slope,250,382,8425.319999999996,1.2286495560974784,52.35602094240838,-2828.3799999999865
2.0,30,1,long,none,0,365,6866.399999999997,1.2038423196652739,55.06849315068493,-1965.159999999998
2.0,30,1,long,none,90,92,984.9199999999994,1.1704444375222811,50.0,-1118.3800000000003
2.0,30,1,long,none,130,192,3283.9199999999983,1.2414540534976393,53.125,-940.9200000000001
2.0,30,1,long,none,180,291,3670.159999999997,1.154320966890135,53.264604810996566,-2680.6199999999926
2.0,30,1,long,none,250,345,4347.699999999997,1.139363116615358,54.20289855072464,-1944.4199999999985
2.0,30,1,long,vwap,0,248,3214.4799999999977,1.1293414869877105,56.048387096774185,-2980.979999999983
2.0,30,1,long,vwap,90,60,1932.0999999999995,1.5701125412365964,55.00000000000001,-639.8600000000001
2.0,30,1,long,vwap,130,134,3529.839999999999,1.3748608810160998,55.223880597014926,-842.1800000000001
2.0,30,1,long,vwap,180,198,2347.479999999998,1.1374455921598836,54.04040404040404,-2985.6999999999944
2.0,30,1,long,vwap,250,233,1439.579999999998,1.0637216322808822,54.93562231759657,-3106.579999999997
2.0,30,1,long,vwap_slope,0,218,2862.179999999998,1.1328958230990174,55.04587155963303,-3378.8999999999924
2.0,30,1,long,vwap_slope,90,48,188.97999999999956,1.0568019236549449,47.91666666666667,-635.96
2.0,30,1,long,vwap_slope,130,112,3002.119999999999,1.3942770388114902,54.46428571428571,-670.0799999999977
2.0,30,1,long,vwap_slope,180,174,2650.7399999999984,1.1822197658064164,53.44827586206896,-2580.2399999999943
2.0,30,1,long,vwap_slope,250,204,1837.5399999999984,1.0959284418114643,54.41176470588235,-2221.179999999999
2.0,30,1,short,none,0,336,4542.359999999998,1.118361148517658,44.047619047619044,-3985.0199999999954
2.0,30,1,short,none,90,81,739.0599999999993,1.1298300225559155,40.74074074074074,-1155.38
2.0,30,1,short,none,130,170,4843.199999999999,1.388144101863784,46.470588235294116,-1250.4
2.0,30,1,short,none,180,257,2910.819999999998,1.1150520829627804,42.4124513618677,-3940.54
2.0,30,1,short,none,250,317,5107.419999999997,1.1503587765270005,43.84858044164038,-3409.0399999999986
2.0,30,1,short,vwap,0,204,5197.039999999999,1.2216346506498448,47.549019607843135,-4047.7999999999856
2.0,30,1,short,vwap,90,43,545.6799999999996,1.1924797178130513,41.86046511627907,-1532.3000000000002
2.0,30,1,short,vwap,130,93,3268.1800000000003,1.4881494360003829,50.53763440860215,-1588.5999999999913
2.0,30,1,short,vwap,180,147,2179.7199999999984,1.1452617913746064,46.25850340136054,-2833.5999999999976
2.0,30,1,short,vwap,250,190,4654.399999999999,1.225002417093686,47.368421052631575,-3413.819999999995
2.0,30,1,short,vwap_slope,0,190,7754.899999999999,1.3922003965042875,50.0,-2798.979999999994
2.0,30,1,short,vwap_slope,90,36,-331.1400000000003,0.883494120875641,33.33333333333333,-1269.0000000000002
2.0,30,1,short,vwap_slope,130,87,4873.120000000001,1.9169755792817171,52.87356321839081,-853.1199999999972
2.0,30,1,short,vwap_slope,180,137,4421.619999999999,1.3553557077185199,48.9051094890511,-2343.259999999995
2.0,30,1,short,vwap_slope,250,178,6587.779999999999,1.3723411590890338,50.0,-2798.979999999994
2.0,30,2,both,none,0,521,10948.459999999997,1.1945988123359228,51.0556621880998,-4514.999999999984
2.0,30,2,both,none,90,122,2378.7199999999993,1.3010611153861733,48.36065573770492,-1844.3799999999967
2.0,30,2,both,none,130,263,7360.379999999999,1.3740418214083168,50.950570342205324,-1702.7599999999948
2.0,30,2,both,none,180,399,4618.739999999996,1.1207585707069598,49.122807017543856,-3596.319999999985
2.0,30,2,both,none,250,488,8728.879999999996,1.1727462137404099,50.409836065573764,-3937.519999999984
2.0,30,2,both,vwap,0,452,7613.519999999997,1.1570353551895889,52.21238938053098,-3238.4999999999673
2.0,30,2,both,vwap,90,103,2458.7800000000007,1.3922762995414792,49.51456310679612,-1584.0800000000004
2.0,30,2,both,vwap,130,227,6518.019999999998,1.4022863223070108,53.30396475770925,-1339.8799999999974
2.0,30,2,both,vwap,180,345,3781.699999999997,1.1173373296968903,50.72463768115942,-3775.8199999999633
2.0,30,2,both,vwap,250,423,5307.979999999996,1.122159572117686,51.536643026004725,-2744.3399999999856
2.0,30,2,both,vwap_slope,0,408,9826.579999999998,1.2369602395216508,52.69607843137255,-3223.9599999999937
2.0,30,2,both,vwap_slope,90,84,-175.1600000000007,0.9718064113212164,41.66666666666667,-1456.4400000000005
2.0,30,2,both,vwap_slope,130,199,7595.24,1.5839536603780544,53.768844221105525,-1314.4599999999937
2.0,30,2,both,vwap_slope,180,311,6332.359999999997,1.2335264771221972,51.446945337620576,-2526.6799999999876
2.0,30,2,both,vwap_slope,250,382,7644.819999999996,1.2066157515990459,52.35602094240838,-2867.8799999999865
2.0,30,2,long,none,0,365,6684.899999999997,1.1976385900367372,55.06849315068493,-1971.659999999998
2.0,30,2,long,none,90,92,951.9199999999994,1.1635871208996678,50.0,-1142.8800000000003
2.0,30,2,long,none,130,192,3197.4199999999983,1.2337449101183553,53.125,-974.8800000000006
2.0,30,2,long,none,180,291,3529.659999999997,1.1476929231119428,53.264604810996566,-2707.6199999999926
2.0,30,2,long,none,250,345,4175.199999999997,1.1332592011469633,54.20289855072464,-1951.4199999999985
2.0,30,2,long,vwap,0,248,3094.9799999999977,1.124056443441119,56.048387096774185,-3025.979999999983
2.0,30,2,long,vwap,90,60,1917.5999999999995,1.5619373593398351,55.00000000000001,-649.8600000000001
2.0,30,2,long,vwap,130,134,3478.339999999999,1.367343619639029,55.223880597014926,-848.1800000000001
2.0,30,2,long,vwap,180,198,2257.979999999998,1.13159664629562,54.04040404040404,-3007.1999999999944
2.0,30,2,long,vwap,250,233,1326.579999999998,1.0584816410021296,54.93562231759657,-3136.079999999997
2.0,30,2,long,vwap_slope,0,218,2750.679999999998,1.1272195479318752,55.04587155963303,-3400.3999999999924
2.0,30,2,long,vwap_slope,90,48,167.97999999999956,1.0501507687714589,47.91666666666667,-649.5600000000002
2.0,30,2,long,vwap_slope,130,112,2950.619999999999,1.3852869588835033,54.46428571428571,-682.5799999999981
2.0,30,2,long,vwap_slope,180,174,2565.2399999999984,1.1755037478346295,53.44827586206896,-2599.2399999999943
2.0,30,2,long,vwap_slope,250,204,1732.0399999999984,1.0900424312558539,54.41176470588235,-2228.1799999999994
2.0,30,2,short,none,0,336,3822.359999999998,1.0992134788881034,44.047619047619044,-4012.019999999997
2.0,30,2,short,none,90,81,724.5599999999993,1.1263836511995422,40.74074074074074,-1173.38
2.0,30,2,short,none,130,170,4599.699999999999,1.366427039618126,46.470588235294116,-1258.9
2.0,30,2,short,none,180,257,2225.819999999998,1.0875651382311358,42.4124513618677,-3990.04
2.0,30,2,short,none,250,317,4396.419999999996,1.1288867546624637,43.84858044164038,-3434.539999999999
2.0,30,2,short,vwap,0,204,4518.539999999998,1.1919949623279347,47.549019607843135,-4084.299999999986
2.0,30,2,short,vwap,90,43,541.1799999999996,1.1895219751357031,41.86046511627907,-1545.3000000000002
2.0,30,2,short,vwap,130,93,3039.6800000000003,1.451423768181373,50.53763440860215,-1607.5999999999913
2.0,30,2,short,vwap,180,147,1523.7199999999987,1.1011030485118403,46.25850340136054,-2971.159999999997
2.0,30,2,short,vwap,250,190,3981.3999999999987,1.1917130131214633,47.368421052631575,-3449.319999999999
2.0,30,2,short,vwap_slope,0,190,7075.899999999998,1.3565080260784559,50.0,-2817.479999999994
2.0,30,2,short,vwap_slope,90,36,-343.1400000000003,0.8801575826156198,33.33333333333333,-1284.0000000000002
2.0,30,2,short,vwap_slope,130,87,4644.620000000001,1.8684227255559671,52.87356321839081,-863.1199999999972
2.0,30,2,short,vwap_slope,180,137,3767.119999999999,1.301374421990752,48.9051094890511,-2359.7599999999957
2.0,30,2,short,vwap_slope,250,178,5912.779999999999,1.3328450898315505,50.0,-2817.479999999994
2.0,30,4,both,none,0,521,10474.459999999997,1.1847544905152125,50.8637236084453,-4612.999999999984
2.0,30,4,both,none,90,122,2324.7199999999993,1.2901504221105027,48.36065573770492,-1899.379999999997
2.0,30,4,both,none,130,263,7140.379999999999,1.3587553760199365,50.57034220532319,-1734.7599999999948
2.0,30,4,both,none,180,399,4262.739999999996,1.1104423768089504,48.87218045112782,-3684.319999999985
2.0,30,4,both,none,250,488,8283.879999999996,1.1626097396086477,50.204918032786885,-4032.519999999984
2.0,30,4,both,vwap,0,452,7250.519999999997,1.1484360669269673,51.991150442477874,-3397.4999999999673
2.0,30,4,both,vwap,90,103,2420.7800000000007,1.3808665225504173,49.51456310679612,-1635.0800000000004
2.0,30,4,both,vwap,130,227,6381.019999999998,1.3894503890219403,52.863436123348016,-1354.8799999999974
2.0,30,4,both,vwap,180,345,3523.699999999997,1.108359723407016,50.43478260869565,-3952.8199999999633
2.0,30,4,both,vwap,250,423,4968.979999999996,1.113451072686607,51.30023640661938,-2823.3399999999856
2.0,30,4,both,vwap_slope,0,408,9406.579999999998,1.2250954191623211,52.20588235294118,-3256.9599999999937
2.0,30,4,both,vwap_slope,90,84,-241.1600000000007,0.961723672724387,40.476190476190474,-1521.4400000000005
2.0,30,4,both,vwap_slope,130,199,7386.239999999999,1.561112647338562,52.76381909547738,-1357.4599999999937
2.0,30,4,both,vwap_slope,180,311,6013.359999999997,1.219704481732335,50.80385852090033,-2598.6799999999876
2.0,30,4,both,vwap_slope,250,382,7244.819999999996,1.1942042334089973,51.832460732984295,-2946.8799999999865
2.0,30,4,long,none,0,365,6321.899999999997,1.1853775228104162,54.52054794520548,-1984.659999999998
2.0,30,4,long,none,90,92,885.9199999999994,1.1501360837041885,48.91304347826087,-1191.8800000000003
2.0,30,4,long,none,130,192,3024.4199999999983,1.2185735718807722,52.083333333333336,-1051.8800000000006
2.0,30,4,long,none,180,291,3248.6599999999976,1.134622540882046,52.57731958762887,-2761.6199999999926
2.0,30,4,long,none,250,345,3830.199999999997,1.1212034909845765,53.62318840579711,-1971.9399999999882
2.0,30,4,long,vwap,0,248,2855.9799999999977,1.1136057344248467,55.64516129032258,-3115.979999999983
2.0,30,4,long,vwap,90,60,1888.5999999999995,1.5459201960988358,55.00000000000001,-670.0600000000002
2.0,30,4,long,vwap,130,134,3375.339999999999,1.3525475917419216,54.47761194029851,-860.1800000000001
2.0,30,4,long,vwap,180,198,2078.979999999998,1.1200571937414887,53.535353535353536,-3050.1999999999953
2.0,30,4,long,vwap,250,233,1100.579999999998,1.0481276407057212,54.506437768240346,-3195.079999999999
2.0,30,4,long,vwap_slope,0,218,2527.679999999998,1.1159938508133898,54.12844036697248,-3443.3999999999924
2.0,30,4,long,vwap_slope,90,48,125.97999999999956,1.0371048880196985,45.83333333333333,-677.5600000000002
2.0,30,4,long,vwap_slope,130,112,2847.619999999999,1.3675666884379172,52.67857142857143,-707.5799999999997
2.0,30,4,long,vwap_slope,180,174,2394.2399999999984,1.1622507356120246,52.29885057471264,-2637.2399999999952
2.0,30,4,long,vwap_slope,250,204,1521.0399999999981,1.0784130159090195,53.431372549019606,-2274.3799999999937
2.0,30,4,short,none,0,336,3543.3599999999983,1.0912634492378996,44.047619047619044,-4066.019999999997
2.0,30,4,short,none,90,81,695.5599999999994,1.119634951376156,40.74074074074074,-1209.38
2.0,30,4,short,none,130,170,4463.699999999999,1.3513938615301773,46.470588235294116,-1275.9
2.0,30,4,short,none,180,257,2016.8199999999977,1.0786069465588757,42.4124513618677,-4089.04
2.0,30,4,short,none,250,317,4135.419999999996,1.1202306566049494,43.84858044164038,-3485.539999999999
2.0,30,4,short,vwap,0,204,4394.539999999998,1.1853713805560289,47.549019607843135,-4157.2999999999865
2.0,30,4,short,vwap,90,43,532.1799999999996,1.1837320904539963,41.86046511627907,-1571.3000000000002
2.0,30,4,short,vwap,130,93,3005.6800000000003,1.441327706760404,50.53763440860215,-1645.5999999999913
2.0,30,4,short,vwap,180,147,1444.7199999999987,1.0950351138932086,46.25850340136054,-3053.159999999997
2.0,30,4,short,vwap,250,190,3868.3999999999987,1.1848211939514102,47.368421052631575,-3520.3199999999983
2.0,30,4,short,vwap_slope,0,190,6878.899999999998,1.343982838112191,50.0,-2854.479999999994
2.0,30,4,short,vwap_slope,90,36,-367.1400000000003,0.873629210466533,33.33333333333333,-1314.0000000000002
2.0,30,4,short,vwap_slope,130,87,4538.620000000001,1.8379496117304306,52.87356321839081,-898.8199999999961
2.0,30,4,short,vwap_slope,180,137,3619.119999999999,1.2869175030522126,48.9051094890511,-2392.759999999996
2.0,30,4,short,vwap_slope,250,178,5723.779999999999,1.31963282136507,50.0,-2854.479999999994
2.0,60,0,both,none,0,505,9078.799999999996,1.1892194831791245,50.693069306930695,-5866.339999999986
2.0,60,0,both,none,90,49,-766.7600000000004,0.7563675648195225,38.775510204081634,-1783.4000000000003
2.0,60,0,both,none,130,155,-71.70000000000141,0.9931934299986519,47.74193548387097,-1999.8000000000009
2.0,60,0,both,none,180,286,1381.8599999999983,1.065012491002244,49.3006993006993,-4906.299999999994
2.0,60,0,both,none,250,408,5930.579999999996,1.1780235376331365,50.0,-5153.919999999995
2.0,60,0,both,vwap,0,419,9126.439999999999,1.2305691797984044,51.551312649164686,-5101.0199999999895
2.0,60,0,both,vwap,90,42,-108.0800000000003,0.9555825881115203,47.61904761904761,-842.7600000000002
2.0,60,0,both,vwap,130,130,-14.200000000001069,0.9984461072798779,49.23076923076923,-1836.2200000000007
2.0,60,0,both,vwap,180,236,2351.859999999998,1.1377444641233956,50.42372881355932,-4011.999999999993
2.0,60,0,both,vwap,250,335,5275.099999999998,1.193575684272485,50.44776119402985,-4931.219999999993
2.0,60,0,both,vwap_slope,0,381,10266.559999999998,1.2899403036836168,53.28083989501312,-4162.819999999958
2.0,60,0,both,vwap_slope,90,33,-201.9200000000002,0.9026215783483478,42.42424242424242,-989.8000000000002
2.0,60,0,both,vwap_slope,130,111,483.859999999999,1.0644656727553727,50.45045045045045,-1745.8400000000004
2.0,60,0,both,vwap_slope,180,215,4231.899999999998,1.2957976450260507,53.02325581395348,-2616.419999999993
2.0,60,0,both,vwap_slope,250,302,6992.019999999998,1.302118017537659,53.31125827814569,-3513.03999999999
2.0,60,0,long,none,0,319,6762.439999999998,1.2845174835178244,56.112852664576806,-3230.179999999994
2.0,60,0,long,none,90,33,1173.0799999999997,1.9090965452037383,63.63636363636363,-378.46000000000004
2.0,60,0,long,none,130,105,1186.299999999999,1.190286608878652,55.23809523809524,-1310.42
2.0,60,0,long,none,180,199,2850.7399999999984,1.237846686279058,55.778894472361806,-2930.74
2.0,60,0,long,none,250,262,3259.119999999998,1.1819180455610054,54.961832061068705,-2883.959999999998
2.0,60,0,long,vwap,0,232,4254.319999999998,1.236354787741142,55.603448275862064,-2618.499999999998
2.0,60,0,long,vwap,90,22,882.2199999999998,1.9969488767346197,63.63636363636363,-388.22
2.0,60,0,long,vwap,130,73,1265.4799999999993,1.275947788239707,57.534246575342465,-1000.7
2.0,60,0,long,vwap,180,144,1637.9399999999987,1.177947982530474,54.861111111111114,-2562.059999999999
2.0,60,0,long,vwap,250,186,1028.3599999999983,1.076625257811848,53.76344086021505,-2371.7200000000003
2.0,60,0,long,vwap_slope,0,209,2643.3399999999983,1.1603013253025196,55.50239234449761,-2077.9199999999937
2.0,60,0,long,vwap_slope,90,16,1162.1599999999999,3.5419072615923004,68.75,-329.98
2.0,60,0,long,vwap_slope,130,61,1303.3599999999994,1.368676525497562,57.377049180327866,-766.2
2.0,60,0,long,vwap_slope,180,131,2782.559999999999,1.3670352108774622,56.48854961832062,-1464.8599999999976
2.0,60,0,long,vwap_slope,250,171,470.45999999999844,1.0386304366390553,54.97076023391813,-2976.4799999999996
2.0,60,0,short,none,0,277,6278.519999999999,1.2073607977214007,45.48736462093863,-4079.499999999983
2.0,60,0,short,none,90,32,-1535.1800000000003,0.3939903523523049,25.0,-1840.0200000000002
2.0,60,0,short,none,130,91,-675.3400000000008,0.8982878796093814,41.75824175824176,-1635.2000000000005
