rr,or_minutes,offset_ticks,direction,bias,max_or_points,regime,trades,net,pf,win,maxdd,seg1,seg2,seg3,seg4,seg5,min_seg,n_pos,min_seg_trades
3.0,15,0,long,vwap,200,none,856,11825.559999999992,1.185561561938536,44.50934579439252,-2909.399999999994,696.4999999999989,1259.0199999999984,4847.439999999999,3924.239999999999,1098.3599999999985,696.4999999999989,5,161
1.5,30,2,long,none,130,adx,626,8697.259999999995,1.2194422493306165,51.75718849840255,-1683.3599999999915,705.9599999999994,3807.42,690.379999999999,2395.8599999999988,1264.3799999999994,690.379999999999,5,63
2.5,15,1,long,vwap_slope,200,none,778,12409.279999999995,1.219439002850927,45.62982005141388,-2818.519999999993,690.1799999999992,1624.2599999999989,2521.539999999999,4116.84,3456.4599999999987,690.1799999999992,5,146
1.0,60,0,both,vwap,130,none,833,6919.5799999999945,1.1557754554119721,54.621848739495796,-1479.4399999999932,1353.2399999999993,1386.0799999999983,1189.419999999999,2303.2599999999984,687.5799999999992,687.5799999999992,5,83
2.0,15,1,long,vwap,0,none,872,12961.219999999994,1.196603150815007,46.10091743119266,-2573.1199999999917,686.9999999999991,2944.0399999999986,3460.4399999999987,2737.4999999999986,3132.239999999999,686.9999999999991,5,169
2.5,30,1,both,none,130,adx,855,13618.299999999996,1.22654621287888,46.54970760233918,-2251.959999999988,686.4599999999991,3976.8399999999983,1730.6199999999985,4838.199999999999,2237.08,686.4599999999991,5,83
2.0,30,1,both,none,130,adx,855,12812.299999999996,1.2148193008241472,47.01754385964912,-2175.8999999999705,954.4599999999991,4004.3399999999983,680.1199999999985,5427.199999999999,1927.0799999999995,680.1199999999985,5,83
1.0,30,0,both,vwap,130,none,1174,16447.23999999999,1.24970789142549,54.59965928449745,-3778.079999999969,836.5799999999989,5094.939999999998,678.2599999999984,7429.619999999999,2407.839999999999,678.2599999999984,5,134
1.25,60,1,long,none,200,adx,626,11343.259999999995,1.315532651859995,57.02875399361022,-1362.8800000000003,677.1999999999991,2812.119999999999,2211.5599999999995,1622.7999999999988,3357.540000000001,677.1999999999991,5,79
1.5,60,0,long,vwap_slope,200,none,592,14810.419999999995,1.491000133272421,58.27702702702703,-1841.7999999999956,1580.159999999999,1537.6399999999992,5776.84,5240.039999999999,675.7399999999992,675.7399999999992,5,99
1.0,30,2,long,vwap,200,none,797,9541.219999999994,1.1867613690637444,56.2107904642409,-2820.4999999999836,674.9199999999994,1984.9399999999991,2138.3599999999988,3585.8799999999987,1157.1199999999988,674.9199999999994,5,137
1.0,30,0,both,none,130,none,1370,17011.69999999999,1.2133872371811112,54.01459854014598,-2400.599999999964,674.7999999999988,3152.0999999999976,2576.919999999998,7623.819999999998,2984.0599999999986,674.7999999999988,5,156
1.0,60,1,both,vwap,130,none,833,6501.0799999999945,1.145396721736777,54.38175270108043,-1491.9399999999932,1283.2399999999993,1244.0799999999983,1027.419999999999,2275.7599999999984,670.5799999999992,670.5799999999992,5,83
1.0,15,0,both,vwap,130,adx,910,7858.099999999993,1.1417275316565278,54.61538461538461,-1748.240000000001,873.2999999999993,2032.6599999999985,993.7799999999986,2923.679999999999,668.4799999999989,668.4799999999989,5,123
1.0,60,0,long,vwap_slope,200,none,592,13879.919999999995,1.4727032720927047,59.62837837837838,-1545.7999999999956,1237.1599999999994,1461.6399999999994,5531.34,4982.539999999999,667.2399999999992,667.2399999999992,5,99
1.0,15,1,both,vwap,130,adx,909,7693.339999999994,1.137616641629761,54.78547854785478,-1759.240000000001,986.5399999999993,2033.6599999999985,991.2799999999986,2646.679999999999,666.9799999999989,666.9799999999989,5,123
1.0,15,2,both,vwap,130,adx,908,7451.079999999994,1.132279323495545,54.62555066079295,-1694.53999999999,1160.5399999999995,2034.1599999999985,1199.5199999999988,2389.679999999999,665.4799999999989,665.4799999999989,5,123
1.5,15,0,long,vwap,130,none,783,9087.079999999994,1.1849414570905807,47.63729246487867,-2857.8399999999974,1184.9599999999991,664.1799999999989,2909.299999999999,2124.9399999999987,2203.699999999999,664.1799999999989,5,120
1.0,60,0,long,none,200,adx,626,12053.259999999995,1.3471019213014557,58.78594249201278,-1450.8800000000003,663.6999999999991,2800.619999999999,2867.0599999999995,1602.7999999999988,3150.540000000001,663.6999999999991,5,79
1.25,60,2,long,none,200,adx,626,11133.259999999995,1.31017430424845,57.02875399361022,-1341.3800000000003,662.6999999999991,2763.619999999999,2471.5599999999995,1326.2999999999988,3257.040000000001,662.6999999999991,5,79
3.0,15,0,long,vwap_slope,200,none,779,12585.539999999994,1.222465565717061,45.186136071887034,-2792.519999999997,661.9399999999991,1033.7599999999989,2711.0399999999986,4832.84,3345.9599999999987,661.9399999999991,5,146
3.0,15,0,both,vwap_slope,200,adx,967,21903.41999999999,1.2817971994503885,44.15718717683557,-2631.1400000000003,660.5799999999992,4280.939999999999,2949.0999999999985,5041.719999999999,7549.859999999999,660.5799999999992,5,161
1.0,60,1,long,none,200,none,988,13614.879999999994,1.2550736975576782,57.08502024291497,-2774.179999999993,1287.7999999999986,3694.06,4990.939999999999,2982.3599999999988,659.7199999999987,659.7199999999987,5,147
3.0,60,1,long,vwap_slope,0,none,683,14484.079999999994,1.3416959196768958,56.8081991215227,-2004.3399999999965,659.4399999999991,1411.2599999999993,4877.76,5041.859999999999,2493.76,659.4399999999991,5,126
2.0,15,0,short,vwap_slope,130,none,647,15003.219999999998,1.3343087110619511,43.431221020092735,-2888.4999999999945,656.5399999999995,2538.339999999999,2002.6999999999991,3762.879999999999,6042.76,656.5399999999995,5,101
3.0,30,1,long,vwap_slope,130,none,561,11808.859999999997,1.3656073041830628,51.87165775401069,-1531.8399999999965,818.8999999999996,3676.4799999999996,656.039999999999,5406.26,1251.1799999999994,656.039999999999,5,68
1.0,60,2,both,vwap,130,none,833,5608.5799999999945,1.1240379099208122,53.9015606242497,-1562.6600000000005,1244.7399999999993,1008.0799999999983,995.4199999999989,1706.7599999999984,653.5799999999992,653.5799999999992,5,83
1.25,15,2,both,vwap_slope,200,adx,965,13460.399999999994,1.1912603712330219,51.917098445595855,-2737.1000000000004,652.8199999999991,2195.9399999999987,1315.8399999999983,2920.22,4640.859999999999,652.8199999999991,5,161
1.0,30,0,short,vwap_slope,200,none,622,5542.219999999995,1.1224476359397602,51.12540192926045,-2959.999999999977,855.7199999999996,1390.339999999999,652.3799999999987,1225.0599999999995,1418.7199999999991,652.3799999999987,5,97
1.0,30,2,both,vwap,200,none,1458,14426.579999999989,1.1426573385083185,53.70370370370371,-3670.279999999995,652.1799999999988,2631.0399999999972,3461.7999999999975,6472.559999999998,1208.9999999999977,652.1799999999988,5,250
1.0,30,2,both,vwap_slope,130,adx,665,10056.899999999994,1.2539285205695003,54.736842105263165,-1833.899999999987,1062.279999999999,1963.4999999999989,650.7999999999988,4354.639999999999,2298.38,650.7999999999988,5,63
2.0,60,0,long,vwap_slope,0,none,683,13832.579999999994,1.3264801804723378,57.10102489019033,-1993.3399999999965,649.9399999999993,1485.259999999999,4671.76,5155.359999999999,1870.2599999999986,649.9399999999993,5,126
1.0,15,2,both,vwap,130,none,1434,11353.839999999993,1.1341754733610543,53.55648535564853,-2096.359999999975,1151.5199999999988,1226.7799999999984,648.4799999999977,4292.099999999999,4034.959999999998,648.4799999999977,5,221
2.5,30,2,long,vwap,200,none,797,13080.219999999994,1.2361971454574343,51.69385194479298,-3425.919999999993,1460.4199999999992,2964.9399999999987,4037.3599999999988,3971.8799999999983,645.6199999999988,645.6199999999988,5,137
1.25,60,1,long,vwap_slope,200,none,592,14145.919999999995,1.4701590559806854,58.108108108108105,-1853.7999999999956,1447.159999999999,1513.1399999999994,5509.34,5031.539999999999,644.7399999999992,644.7399999999992,5,99
1.5,30,2,both,none,130,adx,854,12230.539999999994,1.2090605544594937,48.82903981264637,-1888.53999999999,1008.1999999999992,3678.3399999999983,643.6199999999986,5884.199999999999,1547.0799999999992,643.6199999999986,5,83
2.5,30,2,both,none,130,adx,854,13286.039999999994,1.219816735008299,46.604215456674474,-2289.959999999988,643.1999999999992,3885.8399999999983,1658.1199999999985,4766.199999999999,2198.08,643.1999999999992,5,83
2.0,30,1,long,vwap_slope,130,none,561,11816.359999999997,1.36735764858474,52.22816399286988,-1520.3399999999965,663.8999999999994,3795.4799999999996,643.039999999999,5157.76,1556.1799999999994,643.039999999999,5,68
1.25,15,0,both,vwap,130,adx,910,11697.099999999995,1.19697711669864,50.989010989010985,-1591.92,641.799999999999,2073.6599999999985,2264.779999999999,3158.679999999999,2590.4799999999996,641.799999999999,5,123
1.0,15,0,both,vwap_slope,130,none,1351,14268.759999999991,1.1863728816038808,53.960029607698004,-2734.8999999999705,1809.9199999999985,1079.4799999999987,640.3599999999979,5447.1799999999985,5291.82,640.3599999999979,5,207
1.0,30,1,both,none,130,none,1370,16715.69999999999,1.2082364759716504,53.86861313868613,-2472.599999999964,632.7999999999988,2941.599999999998,2524.419999999998,7632.319999999998,2984.5599999999986,632.7999999999988,5,156
1.0,60,1,long,vwap_slope,200,none,592,13949.919999999995,1.4752979914030193,59.29054054054054,-1556.2999999999956,1120.6599999999994,1418.6399999999994,5821.34,4958.039999999999,631.2399999999991,631.2399999999991,5,99
1.0,15,1,both,vwap_slope,130,none,1350,14122.499999999993,1.1829498155928035,54.074074074074076,-2758.3999999999705,2030.1599999999992,983.4799999999987,629.8599999999979,5175.179999999999,5303.82,629.8599999999979,5,207
2.0,30,2,long,vwap_slope,130,none,560,11880.599999999995,1.3702092573815312,52.32142857142858,-1309.3399999999965,627.3999999999994,3720.4799999999996,839.539999999999,5167.5,1525.6799999999994,627.3999999999994,5,68
1.5,60,1,long,vwap_slope,200,none,592,14611.919999999995,1.4845883993969475,57.939189189189186,-1853.7999999999956,1421.659999999999,1472.6399999999994,6000.34,5090.039999999999,627.2399999999992,627.2399999999992,5,99
2.0,60,2,both,vwap_slope,0,none,1297,20665.71999999999,1.2155758308116758,52.81418658442559,-3943.600000000086,626.2799999999988,3005.279999999998,5191.819999999998,5778.399999999998,6063.94,626.2799999999988,5,253
3.0,60,1,both,vwap_slope,0,none,1298,18801.47999999999,1.196904280006007,52.85053929121726,-4379.100000000033,624.0399999999988,3736.779999999998,4850.319999999998,5671.899999999998,3918.4399999999996,624.0399999999988,5,253
2.5,15,0,long,vwap_slope,200,none,779,12569.539999999994,1.2234058246891488,45.571245186136075,-2786.019999999993,620.9399999999991,1697.7599999999989,2575.039999999999,4149.84,3525.9599999999987,620.9399999999991,5,146
2.0,30,2,both,none,130,adx,854,12002.039999999994,1.1997253577471612,46.95550351288056,-2239.8999999999705,942.199999999999,3930.8399999999983,618.1199999999985,4800.7,1900.0799999999992,618.1199999999985,5,83
3.0,60,2,long,vwap_slope,0,none,683,14132.579999999994,1.3320855961786813,56.66178623718887,-2015.3399999999965,615.4399999999993,1337.2599999999993,4805.76,4964.859999999999,2409.26,615.4399999999993,5,126
2.5,60,1,long,vwap_slope,0,none,683,13986.579999999994,1.3299593288793268,56.8081991215227,-2004.3399999999965,612.4399999999991,1411.2599999999993,4814.26,5056.359999999999,2092.26,612.4399999999991,5,126
1.0,30,1,both,vwap,130,none,1174,15901.23999999999,1.2393048120294414,54.34412265758092,-3860.079999999969,798.5799999999989,4651.939999999998,608.7599999999984,7437.119999999999,2404.839999999999,608.7599999999984,5,134
1.0,60,2,long,none,200,none,987,13661.119999999992,1.2562088031828804,57.041540020263426,-2791.179999999993,1262.2999999999986,3629.2999999999997,5237.939999999999,2924.8599999999988,606.7199999999987,606.7199999999987,5,147
1.5,30,0,long,none,200,none,1223,14423.97999999999,1.1743318899928474,51.92150449713818,-2537.819999999996,605.5799999999986,2880.779999999998,3248.499999999998,4546.2599999999975,3142.859999999998,605.5799999999986,5,211
3.0,15,2,long,vwap,200,adx,527,7214.519999999996,1.1679774357417367,44.78178368121442,-2705.479999999993,832.0199999999995,834.7599999999991,2253.7000000000007,1596.6799999999992,603.5999999999992,603.5999999999992,5,85
2.5,30,0,both,vwap_slope,200,none,1316,17431.65999999999,1.1780285668298283,48.40425531914894,-3407.1600000000944,2197.6799999999985,3124.2199999999975,3810.2999999999975,7696.499999999997,602.959999999998,602.959999999998,5,221
2.0,15,2,long,vwap,0,adx,536,8316.859999999995,1.190151204417929,46.64179104477612,-2237.8399999999965,601.2799999999993,2035.779999999999,2200.7000000000007,1242.939999999999,1271.3999999999992,601.2799999999993,5,90
1.25,30,2,long,none,130,adx,626,10172.259999999995,1.267154213270386,53.833865814696495,-1669.7399999999889,600.9599999999991,3525.92,777.8799999999991,2625.3599999999988,2653.380000000001,600.9599999999991,5,63
1.25,60,0,long,vwap_slope,0,none,683,12710.079999999994,1.3017867276409731,57.540263543191806,-1904.8399999999965,598.9399999999991,1567.759999999999,4020.76,4700.859999999999,1821.7599999999986,598.9399999999991,5,126
1.25,30,0,long,none,130,adx,626,10443.259999999995,1.2766252087947834,54.153354632587856,-1850.7399999999889,657.9599999999992,3561.42,595.8799999999991,2956.8599999999988,2679.880000000001,595.8799999999991,5,63
2.0,60,0,short,vwap,0,none,659,12295.839999999995,1.220055207802397,49.317147192716234,-4546.0799999999745,595.5799999999992,2724.5999999999995,3603.719999999999,2692.1399999999994,2679.7999999999993,595.5799999999992,5,108
1.0,60,2,long,vwap_slope,200,none,592,13787.419999999995,1.4676425118085714,58.952702702702695,-1566.7999999999956,1083.6599999999994,1375.6399999999994,5799.34,4933.539999999999,595.2399999999991,595.2399999999991,5,99
1.0,30,0,long,vwap_slope,200,none,694,9039.939999999995,1.2019175143610314,56.195965417867434,-2273.57999999998,728.9599999999996,594.879999999999,2079.4199999999987,3489.4399999999987,2147.24,594.879999999999,5,124
2.0,15,0,long,vwap,0,none,873,13511.479999999994,1.2059911081351629,46.04810996563574,-2552.6199999999917,594.7599999999989,3006.039999999998,3529.9399999999987,2914.4999999999986,3466.239999999999,594.7599999999989,5,169
2.0,15,2,long,vwap,200,none,854,9934.539999999994,1.1572576789939601,46.01873536299766,-2973.6799999999894,1384.739999999999,1677.5199999999986,3612.9399999999987,2667.4799999999987,591.8599999999985,591.8599999999985,5,161
1.25,60,0,both,vwap,130,adx,514,5045.139999999996,1.167606388067952,53.69649805447471,-1463.9399999999948,1223.7399999999993,1054.6799999999996,627.5599999999994,590.0199999999988,1466.4399999999996,590.0199999999988,5,44
1.0,30,2,both,vwap,130,none,1172,15111.719999999992,1.225326634244796,53.839590443686006,-3841.339999999969,682.3199999999991,4229.939999999998,587.7599999999984,7240.359999999999,2371.339999999999,587.7599999999984,5,134
1.5,60,0,long,vwap_slope,0,none,683,13459.079999999994,1.3189916331260139,57.24743777452416,-1993.3399999999965,584.9399999999993,1535.259999999999,4779.76,4873.359999999999,1685.7599999999986,584.9399999999993,5,126
3.0,30,0,both,vwap,130,adx,733,15884.079999999998,1.3234111519682696,48.158253751705324,-2660.6799999999603,2230.699999999999,5761.379999999999,584.3599999999988,5767.0999999999985,868.7199999999993,584.3599999999988,5,72
1.0,30,1,short,vwap_slope,200,none,622,5194.719999999995,1.113808983397671,50.964630225080384,-3045.4999999999786,850.2199999999993,1127.839999999999,583.8799999999987,1216.0599999999995,1416.7199999999991,583.8799999999987,5,97
1.5,15,1,long,vwap,130,none,782,8717.819999999996,1.176014811554466,47.570332480818415,-2870.3399999999974,1224.1999999999994,581.6799999999989,2614.299999999999,2108.9399999999987,2188.699999999999,581.6799999999989,5,120
1.5,15,2,long,none,130,adx,789,5770.639999999994,1.1084169573121285,47.52851711026616,-3208.4199999999973,579.8399999999991,1179.3999999999987,891.7399999999986,651.9599999999983,1866.0799999999995,579.8399999999991,5,108
1.5,60,2,long,vwap_slope,200,none,592,14326.419999999995,1.4729596249711134,57.770270270270274,-1865.7999999999956,1386.159999999999,1407.6399999999994,5965.34,4988.539999999999,578.7399999999992,578.7399999999992,5,99
2.0,15,1,long,none,200,none,1392,11129.41999999999,1.1093755988699818,45.33045977011494,-4319.019999999986,578.2799999999984,3373.1199999999985,906.0999999999976,2115.539999999998,4156.379999999997,578.2799999999984,5,263
2.0,60,0,both,vwap,200,adx,788,12257.379999999994,1.230414613138395,53.172588832487314,-2257.6399999999867,575.5399999999992,3309.1799999999994,3327.9399999999987,3648.4599999999996,1240.1599999999992,575.5399999999992,5,91
1.5,30,2,long,vwap_slope,130,none,560,12054.599999999995,1.381965678666691,53.214285714285715,-1340.3399999999965,909.3999999999994,3675.9799999999996,575.039999999999,5522.5,1371.6799999999994,575.039999999999,5,68
