rr,or_minutes,offset_ticks,direction,bias,max_or_points,regime,trades,net,pf,win,maxdd,seg1,seg2,seg3,seg4,seg5,min_seg,n_pos,min_seg_trades
1.25,60,1,long,none,200,none,988,13799.879999999992,1.2532789818830539,55.97165991902834,-2974.679999999993,1503.7999999999986,4016.5599999999995,4525.939999999999,3188.8599999999988,564.7199999999993,564.7199999999993,5,147
1.0,30,2,short,vwap_slope,200,none,621,4402.9599999999955,1.0953978514380007,50.24154589371981,-3082.499999999982,765.4599999999997,708.339999999999,563.8799999999987,950.5599999999995,1414.7199999999991,563.8799999999987,5,97
2.0,60,1,short,vwap,0,none,659,11872.339999999995,1.2115672205653412,49.317147192716234,-4610.0799999999745,560.5799999999992,2660.0999999999985,3525.219999999999,2634.6399999999994,2491.7999999999993,560.5799999999992,5,108
1.25,60,1,both,vwap,130,adx,514,4648.139999999997,1.1532580870221212,53.11284046692607,-1478.9399999999957,1092.7399999999993,849.6799999999995,606.0599999999994,560.0199999999988,1460.9399999999996,560.0199999999988,5,44
1.5,30,1,long,vwap_slope,200,none,694,10673.439999999995,1.2245622657531094,52.88184438040345,-2616.999999999989,559.4599999999995,1132.3799999999987,3157.9199999999987,4479.439999999999,1344.24,559.4599999999995,5,124
2.5,15,2,short,vwap,200,none,740,9994.899999999994,1.1593863301771496,41.08108108108108,-3438.019999999973,558.8599999999992,1808.2399999999989,855.3599999999988,2876.0,3896.4399999999987,558.8599999999992,5,136
1.5,15,2,long,vwap,130,none,781,9066.559999999994,1.1832658273801555,47.88732394366197,-2883.3399999999974,1370.6999999999991,557.1799999999989,2791.2999999999984,2173.6799999999985,2173.699999999999,557.1799999999989,5,120
1.25,30,1,long,none,130,adx,626,10314.259999999995,1.2713913283262883,53.99361022364217,-1889.2399999999889,616.4599999999992,3540.92,556.8799999999991,2948.3599999999988,2660.880000000001,556.8799999999991,5,63
3.0,15,0,long,vwap,200,adx,528,7226.779999999995,1.1691204346389417,44.31818181818182,-2813.979999999995,553.7799999999993,947.2599999999991,2152.7000000000007,1746.6799999999998,709.5999999999992,553.7799999999993,5,85
1.25,15,2,both,vwap_slope,200,none,1500,16388.49999999999,1.1554985289384672,50.2,-2751.61999999997,553.2399999999986,857.9599999999979,1257.1399999999974,5351.799999999997,8368.359999999997,553.2399999999986,5,286
2.5,60,1,both,vwap_slope,0,none,1298,17785.47999999999,1.1862639076264867,52.85053929121726,-4379.099999999989,552.0399999999988,3458.779999999998,4676.319999999998,5581.399999999998,3516.9399999999987,552.0399999999988,5,253
1.0,30,2,long,vwap_slope,200,none,693,8576.179999999995,1.1894641916658713,55.84415584415584,-2266.33999999998,664.4599999999996,548.879999999999,2271.4199999999987,3534.679999999999,1556.7399999999989,548.879999999999,5,124
1.25,30,2,long,none,130,none,1003,13806.279999999993,1.2400861691190683,52.841475573280164,-1999.679999999982,1322.1999999999994,3974.7599999999984,545.6999999999982,4797.719999999999,3165.8999999999996,545.6999999999982,5,115
3.0,60,2,both,vwap_slope,0,none,1297,18123.21999999999,1.1890535731870353,52.81418658442559,-4493.6,543.7799999999988,3596.779999999998,4700.319999999998,5519.399999999998,3762.9399999999996,543.7799999999988,5,253
2.5,15,2,long,none,200,none,1391,12251.159999999989,1.11860785951963,44.64414090582315,-4423.759999999986,542.2799999999984,3268.119999999998,1087.5999999999976,3089.279999999998,4263.879999999997,542.2799999999984,5,263
2.0,15,2,both,vwap_slope,0,adx,989,15623.639999999992,1.1884081914591627,46.107178968655205,-4054.3599999999997,541.0999999999991,3854.959999999998,1649.0999999999983,3000.019999999999,5932.979999999999,541.0999999999991,5,171
1.0,60,1,long,none,200,adx,626,11711.259999999995,1.3353653542720836,58.46645367412141,-1485.3800000000003,539.6999999999991,2673.619999999999,2848.5599999999995,1566.2999999999988,3124.040000000001,539.6999999999991,5,79
3.0,15,1,long,vwap,200,adx,527,6948.019999999997,1.161734869173907,44.4022770398482,-2851.979999999995,539.0199999999995,891.2599999999991,2110.7000000000003,1645.179999999999,656.5999999999992,539.0199999999995,5,85
1.25,60,2,long,vwap_slope,200,none,592,13641.419999999995,1.4503456472219471,57.770270270270274,-1865.7999999999956,1422.659999999999,1457.1399999999994,5479.34,4745.039999999999,537.2399999999992,537.2399999999992,5,99
1.0,60,2,long,none,200,adx,626,11875.259999999995,1.3413249037269275,58.626198083067095,-1461.8800000000003,537.1999999999991,2640.619999999999,3120.5599999999995,1529.7999999999988,3097.540000000001,537.1999999999991,5,79
3.0,30,0,long,vwap_slope,200,none,694,10182.939999999995,1.2119418256534582,52.017291066282425,-2869.579999999999,536.9599999999995,1050.879999999999,2961.9199999999987,4859.439999999999,773.7399999999989,536.9599999999995,5,124
2.5,15,2,long,vwap,0,none,871,14753.459999999995,1.2217556342031428,45.57979334098737,-2337.620000000008,536.4999999999991,2829.039999999998,4426.439999999999,3577.7399999999984,3383.739999999998,536.4999999999991,5,169
1.5,60,0,both,vwap_slope,0,adx,831,17868.059999999994,1.2738945690329107,54.87364620938629,-2608.799999999997,536.139999999999,3275.9999999999986,1672.4799999999987,2625.8999999999996,9638.66,536.139999999999,5,141
2.0,15,1,long,vwap_slope,0,none,793,12349.179999999993,1.209587917701664,46.27994955863809,-2343.0999999999967,534.9399999999991,2296.0199999999986,2010.0399999999986,2923.0999999999985,4585.079999999998,534.9399999999991,5,152
1.5,30,2,long,vwap_slope,200,none,693,10608.179999999995,1.223307821493181,52.95815295815296,-2644.999999999989,532.4599999999996,948.3799999999989,3356.9199999999987,4497.179999999999,1273.24,532.4599999999996,5,124
1.5,60,0,both,vwap,130,none,833,7745.5799999999945,1.1677049376257962,52.10084033613446,-1720.6599999999928,1999.7399999999993,2105.58,1016.419999999999,2094.7599999999984,529.0799999999992,529.0799999999992,5,83
2.0,15,0,long,none,200,none,1394,12669.43999999999,1.1255719375644986,45.33715925394548,-4266.019999999986,526.7999999999986,3484.6199999999985,1019.0999999999976,2317.039999999998,5321.879999999997,526.7999999999986,5,263
1.0,60,2,both,vwap,130,adx,514,3637.1399999999962,1.1225991778047737,54.6692607003891,-1504.439999999999,801.7399999999993,525.1799999999993,780.0599999999995,552.0199999999988,1149.4399999999996,525.1799999999993,5,44
1.5,30,1,both,vwap,130,none,1174,18110.23999999999,1.2496731269249117,49.31856899488927,-2824.8599999999587,2393.5799999999986,4821.939999999998,523.759999999998,9030.619999999999,1340.3399999999988,523.759999999998,5,134
1.25,30,0,long,none,130,none,1005,14377.299999999992,1.2521269976662468,53.13432835820896,-2172.179999999982,1395.459999999999,4081.7599999999984,523.6999999999982,5094.48,3281.8999999999996,523.6999999999982,5,115
1.0,30,2,both,none,130,none,1369,16177.93999999999,1.1999531323346595,53.688823959094236,-2395.599999999964,522.5399999999988,2695.599999999998,2520.419999999998,7484.819999999998,2954.5599999999986,522.5399999999988,5,156
3.0,15,1,short,vwap,130,none,654,10404.539999999995,1.2103689271862856,39.44954128440367,-3207.999999999989,591.8199999999991,2537.5999999999995,520.9399999999987,3621.92,3132.26,520.9399999999987,5,101
2.0,60,2,long,vwap_slope,0,none,683,13392.079999999994,1.3146854198506284,56.66178623718887,-2015.3399999999965,519.9399999999993,1337.2599999999993,4804.26,5026.359999999999,1704.2599999999986,519.9399999999993,5,126
1.0,60,0,both,vwap,200,adx,788,12119.879999999994,1.2383537850247837,55.964467005076145,-1726.8599999999915,519.539999999999,2599.1799999999994,3123.4399999999987,3264.4599999999996,2039.1599999999992,519.539999999999,5,91
3.0,15,0,short,vwap,130,none,654,10439.539999999995,1.2119562392595986,39.296636085626915,-3173.999999999989,517.8199999999991,2516.5999999999995,580.4399999999987,3665.92,3158.76,517.8199999999991,5,101
1.5,15,0,long,none,130,none,1262,9831.61999999999,1.1240675644161684,47.14738510301109,-3879.3799999999874,795.1999999999985,2220.399999999998,514.3599999999977,2484.959999999998,3816.699999999998,514.3599999999977,5,195
3.0,15,2,long,vwap,0,none,871,15243.459999999995,1.2278042858133458,45.120551090700346,-2271.620000000028,513.4999999999991,2583.539999999999,4521.439999999999,4051.7399999999984,3573.239999999998,513.4999999999991,5,169
2.0,30,0,both,none,200,none,1698,21271.97999999999,1.1625662565874473,47.820965842167254,-3719.800000000112,946.939999999998,3254.2999999999965,6815.519999999997,9743.339999999997,511.8799999999974,511.8799999999974,5,288
2.5,30,2,long,none,130,adx,626,8612.259999999995,1.2112704941156613,50.319488817891376,-2133.699999999988,795.9599999999992,4202.92,509.879999999999,1616.3599999999988,1676.8799999999994,509.879999999999,5,63
1.5,30,0,long,none,130,adx,626,9775.259999999995,1.2503603556533578,52.23642172523961,-1881.3599999999915,1160.4599999999994,4015.42,503.379999999999,2452.8599999999988,1791.8799999999994,503.379999999999,5,63
1.0,30,0,both,vwap_slope,130,adx,666,10816.159999999994,1.277426212285367,55.25525525525525,-1752.399999999987,1060.039999999999,2378.5,502.2999999999988,4599.139999999999,2296.38,502.2999999999988,5,63
3.0,30,0,long,none,200,none,1223,15032.47999999999,1.177818237994872,50.61324611610794,-3161.03999999999,500.0799999999986,3710.279999999998,3776.499999999998,5248.7599999999975,1796.859999999998,500.0799999999986,5,211
1.5,60,0,both,vwap,130,adx,514,5639.139999999996,1.1853620534936542,52.33463035019456,-1422.4399999999944,1407.7399999999993,1265.1799999999994,499.5599999999994,1197.5199999999988,1299.9399999999996,499.5599999999994,5,44
3.0,30,1,both,vwap,130,adx,733,15315.079999999998,1.3097808102359214,48.0218281036835,-2781.1799999999603,2112.199999999999,5683.879999999999,499.35999999999876,5530.5999999999985,830.2199999999993,499.35999999999876,5,72
3.0,15,2,long,vwap_slope,0,none,792,15730.419999999995,1.2639256933946517,45.707070707070706,-2354.600000000013,498.4399999999991,2174.0199999999986,2355.0399999999986,5048.34,5654.58,498.4399999999991,5,152
3.0,30,2,long,none,130,adx,626,9282.759999999995,1.227718774393376,50.319488817891376,-2094.199999999988,943.4599999999992,4294.42,498.379999999999,1883.8599999999988,1768.3799999999997,498.379999999999,5,63
1.5,60,1,both,vwap,130,none,833,7239.5799999999945,1.1557184241069547,51.7406962785114,-1748.1599999999985,1813.2399999999993,2031.579999999999,968.419999999999,1928.7599999999984,497.57999999999925,497.57999999999925,5,83
1.5,15,1,long,vwap_slope,200,none,778,6743.279999999993,1.1229282357149029,47.55784061696658,-2286.319999999989,495.1799999999995,566.2599999999993,1095.0399999999986,1686.8399999999986,2899.9599999999987,495.1799999999995,5,146
1.25,15,0,long,vwap,130,none,783,8472.579999999994,1.1807951197194877,50.57471264367817,-2146.0999999999976,1668.4599999999994,493.17999999999944,2648.299999999999,991.4399999999989,2671.199999999999,493.17999999999944,5,120
1.5,15,2,both,vwap,200,adx,1015,6216.899999999992,1.0764092929550164,47.19211822660099,-2777.8599999999997,490.119999999999,1987.0999999999985,1629.4199999999985,928.7799999999982,1062.9599999999984,490.119999999999,5,171
1.25,15,2,long,none,200,none,1391,9636.659999999989,1.1017702974855923,50.035945363048164,-3241.2200000000003,663.7799999999988,489.6199999999981,832.0999999999976,1237.279999999998,6413.879999999997,489.6199999999981,5,263
2.5,15,0,long,vwap,200,adx,528,7937.279999999995,1.1873918114296236,45.07575757575758,-2729.4199999999955,488.7799999999993,1366.259999999999,1893.1999999999991,1973.68,866.5999999999992,488.7799999999993,5,85
1.25,60,0,both,vwap_slope,0,none,1299,20720.23999999999,1.2197564719228298,54.04157043879908,-2866.9200000000237,488.2999999999984,2918.2799999999984,5106.319999999998,5110.899999999998,7096.44,488.2999999999984,5,253
3.0,15,2,short,vwap,130,none,653,10611.779999999995,1.21351111540342,39.50995405819295,-3241.999999999989,945.3199999999991,2495.5999999999995,487.1799999999987,3577.92,3105.76,487.1799999999987,5,101
3.0,15,0,long,none,0,none,1426,19631.25999999999,1.182775207999361,44.460028050490884,-4033.199999999988,554.8399999999986,5463.899999999998,483.1199999999976,3600.8199999999974,9528.579999999998,483.1199999999976,5,282
2.5,30,1,both,vwap_slope,200,none,1316,16633.15999999999,1.1688818167621993,48.25227963525836,-3449.6600000000853,1999.6799999999985,2907.7199999999975,3656.7999999999975,7589.499999999997,479.459999999998,479.459999999998,5,221
2.0,60,1,both,vwap,200,adx,788,11844.879999999994,1.2215122454780747,53.045685279187815,-2296.1399999999867,479.03999999999917,3229.1799999999994,3253.4399999999987,3554.4599999999996,1195.1599999999992,479.03999999999917,5,91
1.5,30,1,long,none,130,adx,626,9036.759999999995,1.2287672668559906,51.75718849840255,-1900.3599999999915,1026.4599999999994,3973.92,478.879999999999,2424.3599999999988,1290.8799999999994,478.879999999999,5,63
1.25,15,1,long,vwap,130,none,782,8466.819999999996,1.1796981550144425,50.767263427109974,-2155.599999999997,1835.6999999999991,477.67999999999944,2576.299999999999,903.9399999999989,2673.199999999999,477.67999999999944,5,120
1.25,30,0,long,vwap_slope,200,none,694,10717.939999999995,1.2303344273456074,54.32276657060518,-2612.9399999999932,477.45999999999947,740.8799999999989,2553.419999999999,5009.939999999999,1936.2400000000005,477.45999999999947,5,124
2.5,15,1,long,vwap,200,adx,527,7558.019999999997,1.1772369124557962,44.97153700189753,-2803.4799999999927,475.0199999999995,1109.759999999999,1856.1999999999991,1947.18,824.5999999999992,475.0199999999995,5,85
2.5,30,0,long,vwap_slope,200,none,694,10002.439999999995,1.2086202552555303,52.1613832853026,-2869.579999999999,474.95999999999947,1125.879999999999,3139.9199999999987,4578.439999999999,683.2399999999989,474.95999999999947,5,124
2.5,15,2,short,vwap_slope,130,none,646,16747.459999999995,1.361610605283295,42.26006191950464,-2933.4999999999945,474.0399999999993,2934.8399999999992,2794.939999999999,3523.879999999999,7019.76,474.0399999999993,5,101
3.0,15,1,both,vwap_slope,200,none,1502,30208.01999999999,1.2617690264222938,43.54194407456725,-3121.4400000000896,473.2399999999984,3729.4599999999973,4300.899999999998,9431.559999999998,12272.86,473.2399999999984,5,286
1.5,60,1,both,vwap,130,adx,514,5267.639999999997,1.1720802024334611,52.14007782101168,-1544.9399999999953,1265.2399999999993,1225.1799999999994,470.0599999999994,1054.0199999999988,1289.4399999999996,470.0599999999994,5,44
1.0,30,2,both,vwap,130,adx,732,10295.819999999994,1.2335636040927882,54.78142076502732,-2444.979999999983,469.9399999999991,3240.879999999999,770.8599999999988,5739.5999999999985,709.7199999999993,469.9399999999991,5,72
1.0,30,0,both,vwap,130,adx,733,11383.079999999994,1.2634835601116978,55.52523874488404,-2353.479999999983,468.19999999999914,3728.8799999999987,847.3599999999988,5967.0999999999985,749.2199999999993,468.19999999999914,5,72
1.5,60,2,both,vwap,130,none,833,6955.0799999999945,1.14890483944796,51.62064825930373,-1775.6599999999985,1799.7399999999993,1957.579999999999,920.419999999999,1811.2599999999984,466.07999999999936,466.07999999999936,5,83
1.0,60,1,both,vwap,200,adx,788,11840.879999999994,1.2316834031136406,55.83756345177665,-1742.8599999999915,466.03999999999905,2471.6799999999994,3091.9399999999987,3227.9599999999996,2020.6599999999992,466.03999999999905,5,91
1.0,15,2,both,vwap_slope,130,none,1348,13696.479999999992,1.1760534558534692,53.85756676557863,-2756.1599999999708,2081.6599999999994,759.9799999999987,461.59999999999764,5077.419999999998,5315.82,461.59999999999764,5,207
1.25,15,2,long,vwap,130,none,781,8878.059999999994,1.1885602192873836,50.96030729833547,-2165.599999999997,1995.1999999999991,459.6799999999993,2771.2999999999984,978.6799999999986,2673.199999999999,459.6799999999993,5,120
2.0,60,0,long,vwap_slope,200,none,592,14570.919999999995,1.480254132990024,58.108108108108105,-1841.7999999999956,1645.159999999999,1487.6399999999992,5456.84,5522.039999999999,459.2399999999992,459.2399999999992,5,99
2.5,15,2,short,vwap,0,adx,504,6141.539999999996,1.13146511311299,42.857142857142854,-3679.379999999992,455.1199999999992,3317.1000000000004,1385.479999999999,1016.639999999999,1143.6799999999992,455.1199999999992,5,85
1.5,15,0,long,vwap_slope,200,none,779,7133.039999999994,1.1309645643052049,47.625160462130935,-2260.8199999999833,453.4399999999994,647.2599999999992,1401.5399999999986,1702.8399999999986,2927.9599999999987,453.4399999999994,5,146
1.25,60,1,long,vwap_slope,0,none,683,12439.579999999994,1.2951557236281084,57.10102489019033,-1913.8399999999965,449.93999999999915,1503.7599999999993,4398.26,4660.859999999999,1426.7599999999986,449.93999999999915,5,126
3.0,60,0,both,vwap,130,adx,514,3782.1399999999962,1.1215857903555366,51.55642023346303,-1567.8199999999888,449.2399999999992,1401.6799999999992,732.5599999999994,658.019999999999,532.4399999999996,449.2399999999992,5,44
1.5,60,0,long,none,200,none,989,15340.639999999992,1.2818409065271557,55.91506572295247,-2996.179999999993,1540.5599999999986,4457.0599999999995,5206.439999999999,3688.8599999999988,447.71999999999866,447.71999999999866,5,147
2.0,15,0,long,vwap_slope,0,none,794,12730.439999999993,1.2171245112309013,46.221662468513856,-2331.5999999999967,447.69999999999914,2343.5199999999986,2088.0399999999986,2945.5999999999985,4905.579999999998,447.69999999999914,5,152
3.0,30,1,long,vwap_slope,200,none,694,9757.439999999995,1.2018882329937985,51.72910662824207,-2884.079999999999,445.95999999999947,960.3799999999989,2874.4199999999987,4781.439999999999,695.2399999999989,445.95999999999947,5,124
1.0,30,1,both,vwap,130,adx,733,10963.079999999994,1.2514022746431137,55.25238744884038,-2423.479999999983,444.69999999999914,3635.879999999999,784.8599999999988,5981.5999999999985,744.7199999999993,444.69999999999914,5,72
1.5,60,2,both,vwap_slope,200,none,1081,15775.559999999992,1.2387715514892759,53.098982423681775,-2797.340000000004,3157.46,2219.2199999999993,4593.919999999998,5363.879999999999,441.07999999999856,441.07999999999856,5,158
1.5,60,2,both,vwap,130,adx,514,5083.639999999997,1.1653470061095552,51.9455252918288,-1562.4399999999957,1261.7399999999993,1185.1799999999992,440.5599999999994,959.0199999999988,1278.9399999999996,440.5599999999994,5,44
2.0,60,2,both,vwap,200,adx,787,11332.119999999995,1.2112810033690498,52.98602287166455,-2334.6399999999867,438.53999999999917,3149.1799999999994,3236.68,3246.4599999999996,1150.1599999999992,438.53999999999917,5,91
3.0,15,2,short,none,130,none,1191,20924.659999999996,1.2425967092569454,40.050377833753146,-3990.4200000001147,437.73999999999853,7389.4,3005.0399999999995,3979.1399999999976,6113.339999999998,437.73999999999853,5,184
1.0,60,2,both,vwap,200,adx,787,11101.619999999995,1.2153375554025352,55.52731893265565,-1864.8399999999965,436.0399999999993,2250.179999999999,3118.1799999999985,2743.9599999999996,2002.1599999999992,436.0399999999993,5,91
2.5,15,2,long,vwap_slope,0,none,792,15625.919999999995,1.2639926447954526,46.21212121212121,-2354.600000000013,435.4399999999991,2629.5199999999986,2653.039999999999,4407.34,5500.58,435.4399999999991,5,152
1.0,30,1,both,vwap_slope,130,adx,666,10481.659999999994,1.2662464635216288,55.1051051051051,-1817.399999999987,1044.539999999999,2369.0,434.2999999999988,4605.139999999999,2297.38,434.2999999999988,5,63
1.25,60,2,long,none,200,none,987,13457.619999999992,1.2469179338891498,55.92705167173252,-2992.679999999993,1483.2999999999986,3933.7999999999997,4740.439999999999,2865.8599999999988,434.21999999999866,434.21999999999866,5,147
1.5,60,0,long,none,130,none,695,9742.199999999993,1.2929794635897336,55.539568345323744,-1310.4199999999983,1327.579999999999,3034.08,2639.9400000000005,2306.7199999999993,433.87999999999965,433.87999999999965,5,63
3.0,15,1,short,vwap_slope,130,none,647,17854.719999999998,1.3834224886023705,41.26738794435858,-2910.9999999999945,429.0399999999993,3341.3399999999983,2687.699999999999,4213.379999999999,7183.26,429.0399999999993,5,101
3.0,15,1,long,none,200,none,1392,12555.919999999987,1.1211885822563574,44.037356321839084,-4493.019999999986,426.7799999999982,3164.619999999998,1188.0999999999976,3574.0399999999977,4202.379999999997,426.7799999999982,5,263
1.25,30,1,long,vwap_slope,200,none,694,10538.439999999995,1.225158403369244,54.03458213256484,-2632.4399999999932,426.45999999999947,704.8799999999989,2506.419999999999,5003.939999999999,1896.7400000000005,426.45999999999947,5,124
3.0,15,0,long,none,200,none,1394,13235.439999999988,1.1285032351446556,43.97417503586801,-4425.019999999986,425.7999999999986,3332.619999999998,1355.5999999999976,3762.0399999999977,4359.379999999997,425.7999999999986,5,263
1.5,30,2,both,vwap,130,none,1172,17881.71999999999,1.2452227980411492,49.232081911262796,-2826.619999999959,2379.8199999999983,4734.439999999998,425.25999999999794,9060.859999999999,1281.3399999999988,425.25999999999794,5,134
1.5,60,1,long,vwap_slope,0,none,683,13212.079999999994,1.3129967241201226,56.95461200585652,-2004.3399999999965,424.43999999999915,1463.2599999999993,4995.26,4719.359999999999,1609.7599999999986,424.43999999999915,5,126
2.5,15,1,both,vwap_slope,200,adx,966,21137.159999999993,1.2731368568500792,45.13457556935818,-2641.6400000000003,424.3199999999991,4107.439999999999,3116.0999999999985,4392.719999999999,7735.359999999999,424.3199999999991,5,161
1.25,60,2,long,vwap_slope,0,none,683,11885.579999999994,1.2804605132755056,56.8081991215227,-1923.3399999999965,423.43999999999915,1440.7599999999993,4359.76,4370.359999999999,1291.2599999999986,423.43999999999915,5,126
1.5,15,2,long,vwap_slope,200,none,777,6942.019999999995,1.1266914500855005,47.87644787644788,-2291.6599999999844,637.6799999999994,420.2599999999993,1260.5399999999986,1751.5799999999986,2871.9599999999987,420.2599999999993,5,146
2.0,60,0,both,vwap_slope,0,none,1299,21610.73999999999,1.2256380346921478,52.96381832178599,-3626.12000000011,419.2999999999987,3271.279999999998,5207.319999999998,6239.399999999998,6473.44,419.2999999999987,5,253
3.0,30,2,both,vwap,130,adx,732,14998.319999999998,1.3018047531121566,47.950819672131146,-2901.6799999999603,2080.439999999999,5606.379999999999,414.35999999999876,5459.5999999999985,791.7199999999993,414.35999999999876,5,72
1.5,30,0,long,vwap,130,none,662,14212.619999999995,1.3757598414538195,53.625377643504535,-1909.0799999999963,1970.6199999999992,4866.82,411.4599999999989,5036.699999999999,1927.0199999999993,411.4599999999989,5,77
2.5,30,0,long,none,130,adx,626,9130.259999999995,1.2255937047064966,50.319488817891376,-2277.699999999988,941.9599999999994,4410.92,406.879999999999,1771.3599999999988,1755.8799999999994,406.879999999999,5,63
1.5,60,1,long,none,130,none,694,9424.439999999995,1.2830595676815366,55.3314121037464,-1317.4199999999983,1131.3199999999993,2941.08,2797.4400000000005,2148.2199999999993,406.37999999999965,406.37999999999965,5,63
3.0,30,0,long,none,130,adx,626,9906.259999999995,1.2447673881341583,50.319488817891376,-2249.199999999988,1109.4599999999994,4440.42,406.379999999999,2177.3599999999988,1846.3799999999997,406.379999999999,5,63
1.25,60,0,long,none,130,none,695,8473.699999999995,1.255696340039288,56.11510791366906,-1310.4199999999983,1560.079999999999,2709.58,1848.939999999999,1950.7199999999987,404.37999999999965,404.37999999999965,5,63
2.0,60,1,long,vwap_slope,200,none,592,14507.419999999995,1.4783112708329897,57.770270270270274,-1853.7999999999956,1562.159999999999,1420.6399999999994,5659.84,5461.539999999999,403.2399999999992,403.2399999999992,5,99
1.5,15,2,both,vwap_slope,200,adx,965,12533.899999999994,1.1689511787316622,48.39378238341968,-2681.1000000000004,396.31999999999914,2718.9399999999987,1207.3399999999983,1655.7199999999996,5160.859999999999,396.31999999999914,5,161
3.0,30,2,long,vwap_slope,200,none,693,9660.179999999995,1.1999513171081861,51.80375180375181,-2898.579999999999,394.9599999999995,869.8799999999989,3022.9199999999987,4755.679999999999,616.7399999999989,394.9599999999995,5,124
1.25,15,1,long,none,200,none,1392,9336.919999999991,1.0987657402966615,49.85632183908046,-3408.2200000000003,391.27999999999884,686.6199999999981,663.5999999999976,1169.0399999999981,6426.379999999997,391.27999999999884,5,263
1.5,60,2,long,vwap_slope,0,none,683,12878.079999999994,1.303880242007796,56.8081991215227,-2015.3399999999965,386.93999999999926,1391.2599999999993,4952.26,4613.859999999999,1533.7599999999986,386.93999999999926,5,126
1.25,60,1,both,vwap_slope,0,adx,830,16507.299999999996,1.2551821581336966,55.42168674698795,-2562.1599999999994,386.3799999999991,3366.4999999999986,1235.4799999999987,2113.3999999999996,9057.16,386.3799999999991,5,141
2.5,30,1,long,vwap_slope,200,none,694,9528.939999999995,1.1975742727607863,51.873198847262245,-2884.079999999999,385.95999999999947,965.3799999999989,3063.4199999999987,4509.939999999999,604.2399999999989,385.95999999999947,5,124
1.5,30,1,long,vwap,130,none,662,13461.619999999995,1.3516171397167758,52.87009063444109,-1920.5799999999963,1821.1199999999992,4811.32,384.9599999999989,5012.199999999999,1432.0199999999993,384.9599999999989,5,77
1.25,60,1,long,none,130,none,694,8383.439999999995,1.2523428455843972,55.61959654178674,-1317.4199999999983,1381.3199999999993,2469.579999999999,2238.4400000000005,1910.7199999999987,383.37999999999965,383.37999999999965,5,63
2.0,60,2,short,vwap,0,none,658,11276.579999999994,1.200299261119181,49.24012158054711,-4674.0799999999745,383.07999999999925,2595.5999999999985,3504.459999999999,2363.1399999999994,2430.2999999999993,383.07999999999925,5,108
2.0,15,1,both,none,130,adx,1020,14671.69999999999,1.1942801133712262,43.92156862745098,-2960.5999999999967,382.819999999999,3623.079999999998,5016.219999999998,2650.999999999998,1906.0999999999988,382.819999999999,5,135
2.5,60,2,both,vwap_slope,0,none,1297,17015.71999999999,1.1775006133761055,52.81418658442559,-4493.599999999982,380.7799999999988,3317.279999999998,4525.319999999998,5431.399999999998,3360.9399999999987,380.7799999999988,5,253
2.5,60,0,both,vwap,130,adx,514,3213.6399999999962,1.103310020072807,51.55642023346303,-1634.3199999999924,449.2399999999992,1294.6799999999994,606.0599999999994,475.01999999999896,380.4399999999996,380.4399999999996,5,44
1.5,30,0,long,vwap_slope,130,none,561,12772.859999999997,1.4091352874324614,53.83244206773619,-1557.3399999999965,1077.3999999999994,3886.9799999999996,379.03999999999905,5521.26,1908.1799999999994,379.03999999999905,5,68
1.5,60,2,long,none,130,none,693,9160.179999999995,1.2740217525919373,55.41125541125541,-1324.4199999999983,1106.3199999999993,2871.32,2765.4400000000005,2038.2199999999993,378.87999999999965,378.87999999999965,5,63
2.0,15,2,both,none,130,adx,1020,14517.19999999999,1.1910383118851908,44.01960784313725,-2975.0999999999967,378.319999999999,3592.579999999998,5059.219999999998,2630.499999999998,1773.0999999999988,378.319999999999,5,135
1.25,60,2,both,vwap_slope,0,adx,829,15797.039999999995,1.2431574524022455,55.36791314837153,-2570.1599999999994,375.6199999999991,3304.9999999999986,1182.4799999999987,1655.3999999999999,8947.66,375.6199999999991,5,141
1.5,60,1,long,none,200,none,988,14866.879999999992,1.2724998891075783,55.769230769230774,-3015.679999999993,1330.7999999999988,4337.5599999999995,5326.439999999999,3498.3599999999988,373.71999999999866,373.71999999999866,5,147
1.5,15,1,long,none,130,adx,789,5648.639999999993,1.106328662153732,47.27503168567807,-3363.919999999998,371.8399999999991,1320.3999999999987,724.2399999999986,744.9599999999983,1882.0799999999995,371.8399999999991,5,108
2.0,30,0,long,vwap_slope,200,none,694,10354.439999999995,1.2161027030682188,52.305475504322764,-2860.579999999999,371.45999999999947,1151.8799999999987,3021.4199999999987,4347.939999999999,1461.7399999999989,371.45999999999947,5,124
1.25,60,1,short,vwap_slope,0,none,615,8364.399999999996,1.1613100433649468,50.24390243902439,-2842.459999999986,409.09999999999945,1308.0199999999988,1034.5599999999988,368.0399999999988,5244.68,368.0399999999988,5,110
1.5,15,0,long,none,130,adx,790,5800.399999999993,1.1098881529416353,47.21518987341772,-3251.9199999999973,366.5999999999993,1420.8999999999987,741.7399999999986,764.4599999999983,1898.0799999999995,366.5999999999993,5,108
2.5,15,0,both,vwap_slope,200,adx,967,21137.41999999999,1.2741597417966428,44.88107549120993,-2631.1400000000003,366.5799999999992,3942.9399999999987,3246.5999999999985,4439.719999999999,7775.859999999999,366.5799999999992,5,161
3.0,15,0,short,vwap_slope,130,none,647,17957.219999999998,1.3872140081042896,41.112828438948995,-2888.4999999999945,366.0399999999994,3325.8399999999983,2745.699999999999,4255.879999999999,7263.76,366.0399999999994,5,101
